payment_id,invoice_id,payment_date,payment_method,payment_amount,payment_status
PAY0002631,INV003669,12-04-2024,ACH,342625.94,FAILED
PAY0002632,INV001302,06-06-2024,ACH,265742.98,FAILED
PAY0002633,INV003512,10-07-2025,ACH,2283.88,FAILED
PAY0002634,INV002874,06-06-2025,ACH,404910.7,SUCCESS
PAY0002635,INV000958,28-05-2025,CASH,171379.75,SUCCESS
PAY0002636,INV000051,24-05-2024,ACH,398407.53,FAILED
PAY0002637,INV003373,10-05-2025,CHEQUE,4532.72,
PAY0002638,INV001103,14-11-2025,CASH,401235.19,FAILED
PAY0002639,INV001731,14-04-2024,CHEQUE,567574.71,FAILED
PAY0002640,INV000598,19-05-2024,CASH,445835.2,
PAY0002641,INV001284,30-08-2024,ACH,93382.44,SUCCESS
PAY0002642,INV000540,19-10-2025,ACH,381325.51,FAILED
PAY0002643,INV003014,02-01-2025,CHEQUE,260680.06,FAILED
PAY0002644,INV000445,13-07-2024,CHEQUE,351550.79,SUCCESS
PAY0002645,INV000128,17-12-2025,WIRE,441628.77,FAILED
PAY0002646,INV002527,12-12-2025,WIRE,130463.98,
PAY0002647,INV000748,15-08-2025,CHEQUE,569438.36,SUCCESS
PAY0002648,INV000194,24-05-2024,ACH,82018.85,
PAY0002649,INV002078,20-10-2025,ACH,469060.42,SUCCESS
PAY0002650,INV001582,01-11-2025,CHEQUE,578145.19,FAILED
PAY0002651,INV001572,17-02-2025,CASH,119429.65,
PAY0002652,INV003251,01-03-2025,WIRE,226697.13,
PAY0002653,INV001282,18-11-2025,WIRE,559117.25,FAILED
PAY0002654,INV003168,10-01-2026,CHEQUE,10359.75,FAILED
PAY0002655,INV003944,05-05-2024,CASH,502827.48,FAILED
PAY0002656,INV001276,18-06-2024,CASH,510237.09,SUCCESS
PAY0002657,INV001358,04-02-2025,CASH,55506.25,
PAY0002658,INV002366,10-09-2024,ACH,416349.53,SUCCESS
PAY0002659,INV000052,13-11-2024,ACH,314969.83,SUCCESS
PAY0002660,INV003851,06-11-2025,CHEQUE,346449.46,
PAY0002661,INV000519,14-11-2025,CHEQUE,483437.68,FAILED
PAY0002662,INV001344,29-01-2024,WIRE,284661.76,
PAY0002663,INV003337,23-08-2025,ACH,490489.4,
PAY0002664,INV002110,10-10-2025,ACH,523006.03,SUCCESS
PAY0002665,INV000804,28-05-2024,CASH,580772.63,
PAY0002666,INV001122,25-10-2025,CHEQUE,17103.97,SUCCESS
PAY0002667,INV000042,18-03-2024,WIRE,1206.81,FAILED
PAY0002668,INV001776,15-01-2025,CASH,283921.36,SUCCESS
PAY0002669,INV000919,12-02-2025,CASH,498437.19,
PAY0002670,INV001543,29-01-2025,CHEQUE,180184.21,
PAY0002671,INV000627,19-10-2025,WIRE,493876.46,
PAY0002672,INV001666,19-07-2024,ACH,416744.39,FAILED
PAY0002673,INV002310,04-10-2025,CASH,349662.66,FAILED
PAY0002674,INV003933,16-04-2024,ACH,504348.78,
PAY0002675,INV003561,08-03-2024,CHEQUE,371448.23,SUCCESS
PAY0002676,INV003495,21-07-2024,CHEQUE,283693.61,SUCCESS
PAY0002677,INV003298,20-06-2024,ACH,434580.98,FAILED
PAY0002678,INV000519,28-10-2025,CASH,19032.7,
PAY0002679,INV001875,26-03-2025,CHEQUE,327710.47,FAILED
PAY0002680,INV001873,08-07-2025,CHEQUE,317570.9,SUCCESS
PAY0002681,INV000147,31-05-2025,WIRE,448144.59,FAILED
PAY0002682,INV001264,17-03-2025,CASH,215224.99,SUCCESS
PAY0002683,INV001070,14-08-2025,CHEQUE,293631.83,FAILED
PAY0002684,INV002780,11-03-2024,CHEQUE,306118.69,SUCCESS
PAY0002685,INV002884,02-01-2025,WIRE,87156.21,SUCCESS
PAY0002686,INV003311,14-01-2026,ACH,100016.73,
PAY0002687,INV002025,10-11-2025,WIRE,264534.39,
PAY0002688,INV003172,10-07-2025,CASH,428389.57,FAILED
PAY0002689,INV002158,21-02-2024,ACH,478146.65,
PAY0002690,INV003618,12-10-2024,ACH,223215.81,SUCCESS
PAY0002691,INV002451,30-03-2025,WIRE,471860.21,
PAY0002692,INV003369,12-06-2025,CHEQUE,270866.67,SUCCESS
PAY0002693,INV000729,07-04-2024,ACH,109732,
PAY0002694,INV000553,30-07-2024,CASH,530444.17,SUCCESS
PAY0002695,INV001858,07-06-2025,CHEQUE,170976.71,FAILED
PAY0002696,INV002553,24-03-2024,ACH,99421.67,
PAY0002697,INV002354,23-11-2024,WIRE,80763.39,SUCCESS
PAY0002698,INV000854,01-06-2025,CHEQUE,330954,
PAY0002699,INV002544,27-12-2025,WIRE,431170.76,SUCCESS
PAY0002700,INV002883,09-06-2024,CHEQUE,461771.73,FAILED
PAY0002701,INV002849,16-09-2025,CASH,85346.05,
PAY0002702,INV001435,08-09-2025,CASH,117332.74,SUCCESS
PAY0002703,INV002897,24-12-2024,ACH,396365.67,
PAY0002704,INV003388,23-12-2024,CHEQUE,334111.46,FAILED
PAY0002705,INV002857,29-05-2024,CASH,46782.95,FAILED
PAY0002706,INV001929,24-05-2025,ACH,122748.9,
PAY0002707,INV002975,09-11-2025,WIRE,373284.28,SUCCESS
PAY0002708,INV000995,26-02-2025,CASH,22851.29,
PAY0002709,INV000870,20-09-2024,ACH,290974.97,SUCCESS
PAY0002710,INV003727,22-02-2024,ACH,585064.66,FAILED
PAY0002711,INV002418,11-01-2026,CHEQUE,382848.33,
PAY0002712,INV001958,13-12-2024,CHEQUE,144300.78,SUCCESS
PAY0002713,INV002205,08-07-2025,WIRE,575551.22,FAILED
PAY0002714,INV003558,18-11-2025,CASH,390651.89,
PAY0002715,INV003127,02-11-2025,CHEQUE,584994.31,FAILED
PAY0002716,INV003699,26-04-2024,WIRE,84490.25,
PAY0002717,INV001644,14-11-2024,CHEQUE,554476.56,
PAY0002718,INV002295,31-01-2024,ACH,50664.03,FAILED
PAY0002719,INV000480,06-11-2024,CHEQUE,49750.54,FAILED
PAY0002720,INV003111,15-09-2025,ACH,306495.09,SUCCESS
PAY0002721,INV002261,14-08-2024,WIRE,328743.56,FAILED
PAY0002722,INV003768,27-08-2025,WIRE,378069.81,SUCCESS
PAY0002723,INV003631,05-12-2025,WIRE,116025.72,FAILED
PAY0002724,INV000910,20-04-2025,CHEQUE,192913.65,
PAY0002725,INV002473,28-03-2025,CHEQUE,116749.62,FAILED
PAY0002726,INV000742,25-03-2024,WIRE,461351.77,
PAY0002727,INV003075,25-05-2024,CHEQUE,489496.48,SUCCESS
PAY0002728,INV000013,03-10-2024,CASH,424859.77,FAILED
PAY0002729,INV003482,04-09-2025,ACH,344.32,SUCCESS
PAY0002730,INV003492,29-11-2025,ACH,508578.14,
PAY0002731,INV002015,19-06-2024,ACH,370502.47,FAILED
PAY0002732,INV001900,26-07-2024,WIRE,266892.36,SUCCESS
PAY0002733,INV000175,16-09-2025,CASH,423401.39,SUCCESS
PAY0002734,INV003837,11-07-2025,WIRE,445654.2,SUCCESS
PAY0002735,INV002881,25-06-2024,ACH,378299.35,SUCCESS
PAY0002736,INV000918,08-10-2024,ACH,96490.9,
PAY0002737,INV000654,18-06-2024,ACH,212240.95,FAILED
PAY0002738,INV000917,13-10-2025,ACH,412497.44,
PAY0002739,INV003737,28-09-2024,CHEQUE,190497.03,FAILED
PAY0002740,INV002875,01-03-2025,CHEQUE,238865.93,SUCCESS
PAY0002741,INV001599,10-02-2024,CASH,422573.84,SUCCESS
PAY0002742,INV003498,08-05-2025,ACH,47555.52,FAILED
PAY0002743,INV000904,05-08-2024,ACH,149790.37,
PAY0002744,INV003720,06-05-2025,CASH,551734.89,SUCCESS
PAY0002745,INV003906,27-09-2025,ACH,547264.96,
PAY0002746,INV001998,14-09-2024,ACH,166295.21,
PAY0002747,INV003346,05-02-2025,CHEQUE,129884.53,FAILED
PAY0002748,INV002964,27-08-2025,WIRE,357968.12,
PAY0002749,INV001557,28-01-2024,WIRE,477064.69,
PAY0002750,INV000780,13-12-2025,WIRE,1448.75,SUCCESS
PAY0002751,INV001447,24-02-2025,WIRE,444599.47,SUCCESS
PAY0002752,INV002571,27-10-2024,WIRE,561889.55,
PAY0002753,INV003391,21-05-2025,WIRE,246756.23,FAILED
PAY0002754,INV000820,26-06-2024,CHEQUE,344584.18,
PAY0002755,INV002183,15-07-2024,CHEQUE,438323.97,SUCCESS
PAY0002756,INV003170,06-06-2025,CHEQUE,385667.55,SUCCESS
PAY0002757,INV002562,18-03-2024,ACH,36242.43,
PAY0002758,INV000699,19-02-2024,ACH,392120.18,SUCCESS
PAY0002759,INV001115,15-07-2024,ACH,389956.24,
PAY0002760,INV002473,03-11-2024,CHEQUE,4401.37,SUCCESS
PAY0002761,INV001308,11-04-2025,ACH,429666.76,
PAY0002762,INV002181,06-03-2025,WIRE,30747.84,FAILED
PAY0002763,INV001078,27-10-2025,CASH,72418.67,
PAY0002764,INV001285,06-09-2025,CASH,394474.84,
PAY0002765,INV002384,10-12-2024,ACH,542961.85,
PAY0002766,INV000758,03-06-2025,CHEQUE,241125.88,
PAY0002767,INV002672,14-11-2025,CASH,412524.33,
PAY0002768,INV003533,07-02-2025,ACH,569526.72,
PAY0002769,INV001776,22-10-2025,ACH,460413.46,
PAY0002770,INV002663,05-04-2024,CASH,304878.16,SUCCESS
PAY0002771,INV000757,03-12-2024,CASH,225690.77,
PAY0002772,INV002511,04-03-2024,ACH,498845.42,SUCCESS
PAY0002773,INV001312,11-06-2025,CHEQUE,267086.5,FAILED
PAY0002774,INV003967,14-08-2025,ACH,443395.55,
PAY0002775,INV001115,24-01-2025,CHEQUE,84302.57,
PAY0002776,INV000731,31-08-2025,WIRE,538315.4,SUCCESS
PAY0002777,INV000634,26-09-2024,CHEQUE,217469.58,SUCCESS
PAY0002778,INV001538,24-01-2024,CASH,474370.4,
PAY0002779,INV003960,12-09-2025,WIRE,290096.68,
PAY0002780,INV000746,25-07-2025,CASH,93489.99,FAILED
PAY0002781,INV003533,15-10-2024,ACH,66581.74,FAILED
PAY0002782,INV002522,26-12-2024,WIRE,333690.69,FAILED
PAY0002783,INV000080,14-09-2025,ACH,592339.88,
PAY0002784,INV001648,05-10-2024,ACH,43536.5,FAILED
PAY0002785,INV003462,06-12-2024,WIRE,69428.4,SUCCESS
PAY0002786,INV001127,28-12-2025,WIRE,176801.36,
PAY0002787,INV000041,23-03-2025,ACH,186572.05,SUCCESS
PAY0002788,INV003636,11-05-2025,CASH,250050.62,
PAY0002789,INV002757,15-11-2025,CASH,67612.43,FAILED
PAY0002790,INV001956,25-11-2024,CASH,505527.68,SUCCESS
PAY0002791,INV002129,25-01-2024,CASH,177895.52,FAILED
PAY0002792,INV001908,16-07-2024,WIRE,162301.11,SUCCESS
PAY0002793,INV000178,23-12-2025,CASH,480574.94,
PAY0002794,INV001217,28-03-2025,CASH,445589.55,FAILED
PAY0002795,INV000773,27-01-2024,CHEQUE,418965.29,
PAY0002796,INV001099,23-07-2024,ACH,7235.54,
PAY0002797,INV000312,04-06-2024,ACH,76799.87,
PAY0002798,INV001233,19-01-2026,WIRE,193961.86,
PAY0002799,INV001325,02-10-2024,CHEQUE,487368.38,SUCCESS
PAY0002800,INV002067,02-06-2024,CASH,486069.53,SUCCESS
PAY0002801,INV002648,24-05-2025,CHEQUE,451255.73,
PAY0002802,INV002252,24-11-2025,ACH,543070.34,SUCCESS
PAY0002803,INV003089,03-01-2026,CASH,518741.15,
PAY0002804,INV001536,17-04-2024,ACH,103291.45,SUCCESS
PAY0002805,INV001126,05-05-2025,WIRE,423561.08,
PAY0002806,INV003439,05-03-2024,CHEQUE,380491.34,
PAY0002807,INV002040,23-10-2024,CHEQUE,344093.01,
PAY0002808,INV000996,05-02-2025,CHEQUE,532761.86,FAILED
PAY0002809,INV000574,08-08-2025,ACH,508326.29,SUCCESS
PAY0002810,INV001313,16-01-2026,ACH,305429.99,FAILED
PAY0002811,INV001263,20-09-2025,WIRE,83268.7,SUCCESS
PAY0002812,INV003884,09-07-2025,ACH,125653.34,SUCCESS
PAY0002813,INV001961,06-12-2024,CASH,514032.7,SUCCESS
PAY0002814,INV002402,18-11-2024,ACH,477217.48,
PAY0002815,INV000424,19-01-2025,CASH,479713.09,
PAY0002816,INV003087,05-02-2025,WIRE,232476.2,SUCCESS
PAY0002817,INV003711,17-04-2024,CHEQUE,473712.3,
PAY0002818,INV000259,18-01-2025,ACH,367624.06,
PAY0002819,INV001738,29-01-2024,CASH,421171.99,SUCCESS
PAY0002820,INV002117,28-04-2024,WIRE,193097.13,SUCCESS
PAY0002821,INV003283,17-09-2024,WIRE,367935.6,FAILED
PAY0002822,INV002395,06-01-2026,WIRE,471126.75,FAILED
PAY0002823,INV003844,26-10-2024,CASH,119272.35,FAILED
PAY0002824,INV000095,13-06-2024,CASH,283744.08,
PAY0002825,INV000448,05-03-2024,CHEQUE,532904.86,SUCCESS
PAY0002826,INV003525,09-03-2024,CASH,275106.66,SUCCESS
PAY0002827,INV000894,10-06-2024,CHEQUE,356630.82,
PAY0002828,INV001056,22-12-2024,WIRE,341598.87,FAILED
PAY0002829,INV003750,18-04-2024,ACH,598399.94,SUCCESS
PAY0002830,INV003728,23-08-2025,ACH,386625.01,
PAY0002831,INV002570,14-01-2026,ACH,591131.48,SUCCESS
PAY0002832,INV003488,01-06-2025,CHEQUE,523568.17,FAILED
PAY0002833,INV002359,10-08-2024,CHEQUE,518216.04,SUCCESS
PAY0002834,INV000894,01-06-2025,WIRE,95543.21,FAILED
PAY0002835,INV002044,17-12-2024,WIRE,398021.1,SUCCESS
PAY0002836,INV001939,04-09-2024,WIRE,496276.55,FAILED
PAY0002837,INV001547,14-04-2025,CHEQUE,452067.6,
PAY0002838,INV001495,01-10-2024,CASH,486155.14,
PAY0002839,INV002825,21-10-2025,CASH,308618.44,SUCCESS
PAY0002840,INV001632,22-02-2024,CHEQUE,428881.85,SUCCESS
PAY0002841,INV000604,25-04-2025,CASH,459742.75,SUCCESS
PAY0002842,INV003031,01-08-2024,WIRE,60995.89,
PAY0002843,INV000835,22-11-2024,CASH,32647.58,SUCCESS
PAY0002844,INV003274,14-09-2025,CASH,6213.48,
PAY0002845,INV002682,03-02-2024,CHEQUE,201423.62,FAILED
PAY0002846,INV001678,26-07-2024,CHEQUE,61458.78,FAILED
PAY0002847,INV002561,09-05-2024,WIRE,501998,SUCCESS
PAY0002848,INV003776,24-06-2024,ACH,418709.08,
PAY0002849,INV001713,05-10-2025,WIRE,583545.06,FAILED
PAY0002850,INV000088,24-12-2025,CHEQUE,74096.39,
PAY0002851,INV002673,26-04-2025,ACH,92408.86,FAILED
PAY0002852,INV003163,22-07-2025,WIRE,159626.84,SUCCESS
PAY0002853,INV000348,17-07-2024,WIRE,584850.84,
PAY0002854,INV000498,11-12-2025,WIRE,205928.46,
PAY0002855,INV001240,24-05-2024,CHEQUE,439663.55,
PAY0002856,INV002224,07-01-2025,WIRE,251216.33,FAILED
PAY0002857,INV002065,29-01-2024,WIRE,388927.83,
PAY0002858,INV000447,29-01-2024,WIRE,379376.29,FAILED
PAY0002859,INV002869,15-06-2024,ACH,545400.42,FAILED
PAY0002860,INV000414,29-10-2025,CASH,469010.62,FAILED
PAY0002861,INV000780,11-11-2024,CHEQUE,425066.56,FAILED
PAY0002862,INV001305,21-06-2025,CASH,222542.76,
PAY0002863,INV000650,25-10-2024,CHEQUE,295950.54,
PAY0002864,INV000558,29-01-2024,CHEQUE,560926.71,FAILED
PAY0002865,INV001463,21-08-2025,CASH,78930.29,SUCCESS
PAY0002866,INV001518,10-12-2024,WIRE,71763.19,SUCCESS
PAY0002867,INV001571,31-01-2025,WIRE,12474.96,SUCCESS
PAY0002868,INV001753,09-07-2025,CHEQUE,404409.62,FAILED
PAY0002869,INV001949,05-03-2024,CASH,526620.64,FAILED
PAY0002870,INV003036,17-06-2024,WIRE,350038.88,SUCCESS
PAY0002871,INV000544,25-05-2024,CASH,240463.85,FAILED
PAY0002872,INV001829,06-05-2025,CHEQUE,207650.92,FAILED
PAY0002873,INV002718,13-05-2024,CASH,373314.44,FAILED
PAY0002874,INV002964,30-07-2024,ACH,61319.85,
PAY0002875,INV002444,12-05-2024,ACH,510757.9,FAILED
PAY0002876,INV001822,01-02-2024,WIRE,54047.78,SUCCESS
PAY0002877,INV003313,12-08-2024,CHEQUE,120900.19,SUCCESS
PAY0002878,INV000554,21-09-2024,ACH,583320.33,
PAY0002879,INV001630,02-07-2025,ACH,517265.61,
PAY0002880,INV002664,05-07-2025,WIRE,321359.96,
PAY0002881,INV002396,05-08-2024,ACH,529879.72,
PAY0002882,INV002628,24-06-2024,CASH,203323.48,SUCCESS
PAY0002883,INV002563,19-08-2024,CASH,380479.71,FAILED
PAY0002884,INV001452,01-07-2025,WIRE,129212.1,FAILED
PAY0002885,INV002131,23-06-2024,CASH,84751.12,SUCCESS
PAY0002886,INV001933,15-03-2025,WIRE,585096.59,
PAY0002887,INV002343,06-07-2025,CHEQUE,285063.44,FAILED
PAY0002888,INV003992,12-06-2025,CHEQUE,178970.4,
PAY0002889,INV000213,17-01-2026,CASH,350801.74,FAILED
PAY0002890,INV001009,06-07-2024,ACH,163426.43,SUCCESS
PAY0002891,INV000757,10-10-2025,ACH,527661.74,FAILED
PAY0002892,INV003371,29-07-2025,CASH,415557.5,
PAY0002893,INV003349,03-01-2025,CHEQUE,28450.04,
PAY0002894,INV001635,03-10-2025,CASH,413155.78,
PAY0002895,INV003544,13-04-2024,WIRE,237752.78,FAILED
PAY0002896,INV001887,16-02-2024,CHEQUE,2238.78,FAILED
PAY0002897,INV001518,03-10-2025,WIRE,133438.16,FAILED
PAY0002898,INV000051,07-02-2024,WIRE,538839.57,
PAY0002899,INV001677,17-04-2025,WIRE,193067.55,FAILED
PAY0002900,INV003057,12-05-2024,WIRE,165851.04,FAILED
PAY0002901,INV002083,27-04-2024,CASH,400538.82,SUCCESS
PAY0002902,INV000951,12-09-2025,CASH,437573.65,SUCCESS
PAY0002903,INV002277,26-02-2025,CASH,424273.33,FAILED
PAY0002904,INV002003,17-10-2025,CASH,499336.95,
PAY0002905,INV001466,06-06-2024,CASH,151186.19,
PAY0002906,INV001693,29-08-2024,CHEQUE,126424.07,
PAY0002907,INV003502,16-12-2025,WIRE,371552.78,FAILED
PAY0002908,INV001932,01-08-2024,WIRE,297499.48,FAILED
PAY0002909,INV003284,05-09-2025,CHEQUE,527274.5,SUCCESS
PAY0002910,INV001732,17-07-2024,CASH,292269.18,
PAY0002911,INV001138,08-08-2025,CASH,70514.4,FAILED
PAY0002912,INV003467,18-03-2025,WIRE,394013.85,FAILED
PAY0002913,INV000059,12-09-2024,WIRE,333482.34,FAILED
PAY0002914,INV001164,05-08-2025,ACH,217596.44,
PAY0002915,INV000935,15-05-2024,CHEQUE,431818.07,SUCCESS
PAY0002916,INV000008,30-01-2024,WIRE,249505.57,FAILED
PAY0002917,INV000137,13-01-2026,CASH,376029.68,SUCCESS
PAY0002918,INV001010,19-05-2025,CHEQUE,454970.36,FAILED
PAY0002919,INV000910,12-12-2024,WIRE,17940.19,
PAY0002920,INV001877,11-10-2024,ACH,167752.43,FAILED
PAY0002921,INV000635,19-10-2025,CASH,165026.4,
PAY0002922,INV000631,18-12-2024,WIRE,593340.56,
PAY0002923,INV000498,26-04-2025,ACH,119687.86,SUCCESS
PAY0002924,INV002495,13-03-2025,CHEQUE,143850.83,
PAY0002925,INV000225,20-05-2024,WIRE,452572.57,SUCCESS
PAY0002926,INV002213,06-01-2025,CASH,524465.91,FAILED
PAY0002927,INV003157,15-07-2024,ACH,271816.59,FAILED
PAY0002928,INV000438,13-08-2024,ACH,434783.71,SUCCESS
PAY0002929,INV000101,22-01-2026,ACH,581796.07,FAILED
PAY0002930,INV002592,08-06-2025,CASH,159159.04,
PAY0002931,INV003082,21-06-2025,CASH,43243.63,
PAY0002932,INV002334,29-02-2024,CHEQUE,77559.04,SUCCESS
PAY0002933,INV001569,21-08-2024,ACH,518156.85,FAILED
PAY0002934,INV002196,27-11-2025,CASH,300741.09,
PAY0002935,INV003798,13-06-2024,WIRE,503438.8,
PAY0002936,INV000587,26-12-2025,CHEQUE,585388.86,FAILED
PAY0002937,INV001425,22-07-2025,CHEQUE,88730.81,SUCCESS
PAY0002938,INV001285,02-07-2024,ACH,486037.62,FAILED
PAY0002939,INV003466,09-10-2024,WIRE,139418.65,SUCCESS
PAY0002940,INV003907,10-12-2024,CHEQUE,60543.93,FAILED
PAY0002941,INV003181,19-01-2026,WIRE,234307.31,SUCCESS
PAY0002942,INV002468,12-12-2025,CHEQUE,428591.27,FAILED
PAY0002943,INV001873,11-08-2024,ACH,112958.97,SUCCESS
PAY0002944,INV003117,02-08-2025,CHEQUE,574275.19,SUCCESS
PAY0002945,INV002239,01-12-2024,CHEQUE,412056.35,FAILED
PAY0002946,INV000287,09-01-2026,WIRE,123659.6,SUCCESS
PAY0002947,INV003437,30-06-2025,CHEQUE,39123.17,FAILED
PAY0002948,INV001011,13-05-2024,CHEQUE,173655.02,FAILED
PAY0002949,INV001638,20-02-2024,CHEQUE,321047.91,
PAY0002950,INV002845,23-11-2025,CHEQUE,531943.47,
PAY0002951,INV002979,21-04-2025,CASH,244852.05,SUCCESS
PAY0002952,INV001744,26-12-2024,ACH,423904.91,FAILED
PAY0002953,INV003194,16-11-2025,CASH,560605.1,SUCCESS
PAY0002954,INV001867,14-01-2025,WIRE,548435.37,SUCCESS
PAY0002955,INV000445,20-05-2024,CASH,234632.35,SUCCESS
PAY0002956,INV001960,17-04-2024,CHEQUE,119446.79,FAILED
PAY0002957,INV001243,28-01-2025,WIRE,287871.44,
PAY0002958,INV000759,06-09-2024,CHEQUE,216827.45,FAILED
PAY0002959,INV001432,19-04-2024,CHEQUE,12391.16,
PAY0002960,INV000744,16-01-2025,WIRE,366540.67,SUCCESS
PAY0002961,INV003813,22-09-2024,WIRE,32691.76,FAILED
PAY0002962,INV001005,22-01-2026,WIRE,6823.5,SUCCESS
PAY0002963,INV002466,10-04-2024,WIRE,268371.99,SUCCESS
PAY0002964,INV002325,20-02-2025,CHEQUE,336138.97,
PAY0002965,INV001013,25-11-2025,CHEQUE,-772.34,SUCCESS
PAY0002966,INV002461,04-11-2025,WIRE,253491.8,SUCCESS
PAY0002967,INV001854,07-05-2025,CASH,501336.54,SUCCESS
PAY0002968,INV003706,20-08-2025,CASH,104777.53,
PAY0002969,INV001992,15-12-2025,WIRE,112890.12,FAILED
PAY0002970,INV000226,25-04-2025,CHEQUE,326716.29,
PAY0002971,INV002064,26-09-2024,ACH,398811.13,SUCCESS
PAY0002972,INV001025,01-10-2024,CHEQUE,543971.42,
PAY0002973,INV003137,15-08-2025,CHEQUE,376399.33,SUCCESS
PAY0002974,INV002513,04-06-2024,CASH,173597.95,SUCCESS
PAY0002975,INV001329,25-12-2025,CASH,294534.52,
PAY0002976,INV002092,04-10-2024,ACH,4752,
PAY0002977,INV000537,20-01-2026,WIRE,163952.58,SUCCESS
PAY0002978,INV002082,24-08-2024,ACH,556932.57,SUCCESS
PAY0002979,INV000983,26-10-2025,ACH,53440.41,
PAY0002980,INV003622,20-05-2025,WIRE,40197.77,
PAY0002981,INV000895,27-08-2024,CASH,534817.46,
PAY0002982,INV002105,08-09-2024,ACH,81104.98,FAILED
PAY0002983,INV003955,11-09-2025,ACH,147393.89,FAILED
PAY0002984,INV000412,22-02-2025,WIRE,357940.48,FAILED
PAY0002985,INV000787,08-12-2024,CASH,58000.6,FAILED
PAY0002986,INV003333,06-02-2025,CHEQUE,232244.39,
PAY0002987,INV001834,28-07-2025,ACH,147556.47,FAILED
PAY0002988,INV003870,06-07-2024,ACH,577532.72,
PAY0002989,INV003829,26-09-2024,CHEQUE,174805.8,FAILED
PAY0002990,INV002893,12-09-2025,CASH,359405.34,FAILED
PAY0002991,INV002108,17-09-2024,ACH,200884.71,SUCCESS
PAY0002992,INV003885,22-05-2025,CHEQUE,292690.41,FAILED
PAY0002993,INV002266,16-07-2025,WIRE,62956.87,FAILED
PAY0002994,INV001875,29-08-2024,WIRE,33826.12,
PAY0002995,INV003020,15-07-2024,CASH,593825.49,FAILED
PAY0002996,INV001503,16-03-2025,CHEQUE,22843.2,FAILED
PAY0002997,INV003796,12-10-2024,WIRE,30103.62,SUCCESS
PAY0002998,INV001516,11-09-2025,CASH,434066.68,SUCCESS
PAY0002999,INV001224,17-09-2025,WIRE,282319.7,SUCCESS
PAY0003000,INV003442,30-09-2025,CHEQUE,513603.38,SUCCESS
PAY0003001,INV002911,12-12-2024,WIRE,189969.89,SUCCESS
PAY0003002,INV001356,15-11-2024,WIRE,113952.95,SUCCESS
PAY0003003,INV002077,02-08-2024,ACH,425446.56,
PAY0003004,INV002579,26-07-2024,CASH,419840.01,
PAY0003005,INV000612,16-02-2024,ACH,366323.13,SUCCESS
PAY0003006,INV002944,29-10-2025,WIRE,264199.56,
PAY0003007,INV003555,29-02-2024,CHEQUE,533838.59,
PAY0003008,INV003885,10-02-2024,CHEQUE,365369.51,
PAY0003009,INV002454,06-01-2025,WIRE,406749.13,SUCCESS
PAY0003010,INV002107,15-04-2024,ACH,69779.13,FAILED
PAY0003011,INV001777,27-07-2025,CASH,478540.94,SUCCESS
PAY0003012,INV003975,12-08-2024,ACH,156246.12,
PAY0003013,INV001764,30-10-2025,ACH,245104.22,FAILED
PAY0003014,INV003220,14-12-2025,WIRE,432510.23,SUCCESS
PAY0003015,INV001360,16-02-2025,WIRE,39086.63,FAILED
PAY0003016,INV000089,25-05-2025,CHEQUE,6755.16,FAILED
PAY0003017,INV000141,22-04-2024,WIRE,573769.39,FAILED
PAY0003018,INV002189,12-01-2025,CASH,40148.94,SUCCESS
PAY0003019,INV002859,02-06-2025,CHEQUE,12023.97,FAILED
PAY0003020,INV001765,06-09-2025,CASH,11200.29,FAILED
PAY0003021,INV003930,14-06-2024,CASH,11341.11,
PAY0003022,INV000538,07-05-2024,CASH,593231.21,FAILED
PAY0003023,INV003864,23-06-2024,CHEQUE,403060.53,FAILED
PAY0003024,INV001537,23-10-2024,ACH,80593.55,FAILED
PAY0003025,INV000178,23-09-2024,CASH,155518.19,FAILED
PAY0003026,INV000688,05-12-2025,WIRE,337667.8,
PAY0003027,INV003021,30-04-2025,ACH,565385.35,
PAY0003028,INV003036,18-01-2026,ACH,446006.68,FAILED
PAY0003029,INV002337,04-01-2025,ACH,7134.07,FAILED
PAY0003030,INV002077,04-05-2024,CHEQUE,338732.1,SUCCESS
PAY0003031,INV001809,29-12-2025,WIRE,353582.51,SUCCESS
PAY0003032,INV001481,30-07-2024,CASH,195573.81,SUCCESS
PAY0003033,INV001876,31-03-2025,WIRE,150822.78,
PAY0003034,INV000103,09-04-2025,ACH,170553.73,
PAY0003035,INV003336,01-10-2025,CASH,190840.12,
PAY0003036,INV001658,21-03-2025,CASH,120046.23,
PAY0003037,INV000464,28-03-2024,WIRE,459179.72,SUCCESS
PAY0003038,INV001906,06-10-2024,CASH,230721.03,SUCCESS
PAY0003039,INV001803,20-05-2025,WIRE,408654.61,FAILED
PAY0003040,INV000310,10-06-2025,CHEQUE,165501.99,
PAY0003041,INV002103,23-04-2025,CHEQUE,239872.93,SUCCESS
PAY0003042,INV000021,01-06-2025,ACH,353514.08,SUCCESS
PAY0003043,INV001222,04-10-2024,WIRE,33750.73,SUCCESS
PAY0003044,INV000784,04-11-2025,CHEQUE,383236.17,SUCCESS
PAY0003045,INV003149,05-05-2025,ACH,65504.68,FAILED
PAY0003046,INV001270,07-04-2024,ACH,85803.63,FAILED
PAY0003047,INV001483,09-12-2024,WIRE,50018.57,
PAY0003048,INV003029,22-05-2024,CASH,465560.28,
PAY0003049,INV003095,09-06-2025,WIRE,563050.26,FAILED
PAY0003050,INV003416,31-05-2025,CASH,399268.61,
