po_line_id,po_id,item_code,quantity,unit_price,line_amount
POL0004784,PO001745,ITEM1184,184,4460.29,820693.36
POL0004785,PO000459,ITEM1183,185,4049.28,749116.8
POL0004786,PO002357,ITEM0388,205,4810.82,986218.1
POL0004787,PO000872,ITEM0157,112,3391.22,379816.64
POL0004788,PO000888,ITEM0082,274,2391.95,655394.3
POL0004789,PO002112,ITEM0978,191,2651.85,506503.35
POL0004790,PO001358,ITEM0365,110,1647.12,181183.2
POL0004791,PO002451,ITEM0567,77,266.32,20506.64
POL0004792,PO001967,ITEM1033,479,2454.8,1175849.2
POL0004793,PO001652,ITEM0404,85,2792.65,237375.25
POL0004794,PO000946,ITEM1169,178,611.1,108775.8
POL0004795,PO002372,ITEM0453,399,637.67,254430.33
POL0004796,PO001768,ITEM0688,320,2300.45,736144
POL0004797,PO002326,ITEM0568,-6,3966.08,-23796.48
POL0004798,PO001530,ITEM0114,405,4219.96,1709083.8
POL0004799,PO002705,ITEM1014,484,2411.78,1167301.52
POL0004800,PO000324,ITEM0940,389,4225.16,1643587.24
POL0004801,PO002742,ITEM0617,27,4573.14,123474.78
POL0004802,PO001433,ITEM0508,318,1596.32,507629.76
POL0004803,PO002826,ITEM0677,346,382.46,132331.16
POL0004804,PO000577,ITEM0941,6,4285.24,25711.44
POL0004805,PO000142,ITEM0386,306,1358.37,415661.22
POL0004806,PO001847,ITEM0722,349,4273.22,1491353.78
POL0004807,PO001051,ITEM0404,85,4410.3,374875.5
POL0004808,PO001547,ITEM0944,41,2034.68,83421.88
POL0004809,PO001292,ITEM0665,402,2604.27,573.06
POL0004810,PO002373,ITEM0559,129,1139.15,146950.35
POL0004811,PO002937,ITEM0139,44,302.22,146.76
POL0004812,PO002429,ITEM0971,239,3897.61,931528.79
POL0004813,PO002395,ITEM0308,88,1744.04,153475.52
POL0004814,PO002149,ITEM0146,480,6.98,3350.4
POL0004815,PO001703,ITEM0233,439,3201.87,1405620.93
POL0004816,PO002571,ITEM0503,69,3813.3,263117.7
POL0004817,PO000861,ITEM1083,487,4766.22,2321149.14
POL0004818,PO000318,ITEM0207,247,4438.69,1096356.43
POL0004819,PO000773,ITEM0614,356,2497.42,889081.52
POL0004820,PO000379,ITEM0844,192,266.05,51081.6
POL0004821,PO000661,ITEM0788,467,4393.95,2051974.65
POL0004822,PO001325,ITEM0582,416,4704.04,1956880.64
POL0004823,PO000729,ITEM0253,73,16.23,1184.79
POL0004824,PO001595,ITEM0348,164,3545.24,581419.36
POL0004825,PO000017,ITEM1004,117,2848.08,333225.36
POL0004826,PO001009,ITEM0605,32,3753.75,120120
POL0004827,PO000255,ITEM0698,187,1915.12,358127.44
POL0004828,PO000204,ITEM0104,122,2361.42,288093.24
POL0004829,PO002338,ITEM1077,397,3957.05,1570948.85
POL0004830,PO002368,ITEM0733,29,257.36,7463.44
POL0004831,PO000306,ITEM0532,87,1686.49,146724.63
POL0004832,PO000727,ITEM0001,367,427.04,156723.68
POL0004833,PO000438,ITEM0999,74,1455.33,107694.42
POL0004834,PO000171,ITEM0692,24,1914.85,45956.4
POL0004835,PO002166,ITEM0688,330,4150.01,1369503.3
POL0004836,PO000808,ITEM0891,88,1091.66,96066.08
POL0004837,PO000576,ITEM1061,364,4018.09,1462584.76
POL0004838,PO000276,ITEM0674,471,2986.41,1406599.11
POL0004839,PO001309,ITEM1131,346,3795.09,1313101.14
POL0004840,PO002732,ITEM0765,321,3063.12,983261.52
POL0004841,PO000244,ITEM0675,270,852.18,230088.6
POL0004842,PO000731,ITEM0349,401,1520.09,609556.09
POL0004843,PO002635,ITEM0211,289,4313.93,1246725.77
POL0004844,PO002489,ITEM0554,71,2852.14,202501.94
POL0004845,PO000029,ITEM0173,138,550.79,76009.02
POL0004846,PO002841,ITEM0813,252,4807.39,1211462.28
POL0004847,PO000496,ITEM0583,287,947.8,272018.6
POL0004848,PO000024,ITEM0248,201,1607.24,323055.24
POL0004849,PO000443,ITEM0923,410,3553.01,1456734.1
POL0004850,PO002537,ITEM1037,11,760.73,8368.03
POL0004851,PO002533,ITEM1031,349,1536.12,536105.88
POL0004852,PO001491,ITEM0609,256,1955.02,500485.12
POL0004853,PO001898,ITEM0383,343,2712.31,930322.33
POL0004854,PO002712,ITEM0790,297,623.12,185066.64
POL0004855,PO002485,ITEM0209,332,1634.74,542733.68
POL0004856,PO002843,ITEM1182,149,4782.96,712661.04
POL0004857,PO000784,ITEM0307,455,4833.32,2199160.6
POL0004858,PO000390,ITEM0202,276,3273.16,903392.16
POL0004859,PO000563,ITEM0446,254,1573.23,399600.42
POL0004860,PO002186,ITEM0350,196,4144.11,812245.56
POL0004861,PO002225,ITEM0514,110,1449.1,159401
POL0004862,PO000514,ITEM0303,488,61.85,30182.8
POL0004863,PO001032,ITEM0809,438,3673.88,1609159.44
POL0004864,PO000335,ITEM0498,191,2383.07,455166.37
POL0004865,PO000572,ITEM0642,70,50.14,3509.8
POL0004866,PO001037,ITEM0326,417,4837.63,2017291.71
POL0004867,PO000162,ITEM0918,207,2205.06,456447.42
POL0004868,PO000552,ITEM0406,5,1554.68,7773.4
POL0004869,PO002707,ITEM1097,314,4668.28,1465839.92
POL0004870,PO001748,ITEM0810,351,4549.64,1596923.64
POL0004871,PO002209,ITEM1023,144,259.04,37301.76
POL0004872,PO001839,ITEM0693,58,375.19,21761.02
POL0004873,PO000213,ITEM0042,139,4214.19,585772.41
POL0004874,PO001518,ITEM0150,101,3494.79,673.54
POL0004875,PO002928,ITEM1010,401,3771.64,1512427.64
POL0004876,PO001893,ITEM0282,64,1418.29,90770.56
POL0004877,PO001186,ITEM0133,83,2161.3,179387.9
POL0004878,PO002179,ITEM0425,405,3332.13,1349512.65
POL0004879,PO001780,ITEM0480,238,4990.45,1187727.1
POL0004880,PO000900,ITEM1138,153,3496.58,534976.74
POL0004881,PO002095,ITEM1181,402,2756.66,1108177.32
POL0004882,PO002747,ITEM0341,185,3240.52,599496.2
POL0004883,PO001747,ITEM1057,225,2746.4,884.75
POL0004884,PO001124,ITEM0370,367,4593.07,1685656.69
POL0004885,PO001871,ITEM0474,108,1761.41,190232.28
POL0004886,PO002371,ITEM0482,304,3010.43,915170.72
POL0004887,PO002793,ITEM1185,31,3627.34,112447.54
POL0004888,PO000784,ITEM0653,335,404.37,135463.95
POL0004889,PO000234,ITEM0709,352,2337.9,469.81
POL0004890,PO000014,ITEM1016,427,4983.3,2127869.1
POL0004891,PO002260,ITEM0610,-7,3616.07,-25312.49
POL0004892,PO002507,ITEM0819,327,2889.34,944814.18
POL0004893,PO002067,ITEM0853,167,2280.34,380816.78
POL0004894,PO000290,ITEM0487,202,626.23,126498.46
POL0004895,PO002371,ITEM0735,-5,4059.33,-20296.65
POL0004896,PO002263,ITEM0573,389,4116.03,1601135.67
POL0004897,PO000668,ITEM0760,132,3741.26,493846.32
POL0004898,PO000774,ITEM0071,162,504.11,81665.82
POL0004899,PO001205,ITEM0198,303,336.6,101989.8
POL0004900,PO001452,ITEM0225,96,3297.24,316535.04
POL0004901,PO000408,ITEM0054,350,4619.2,1616720
POL0004902,PO000440,ITEM0472,244,1543.11,376518.84
POL0004903,PO000940,ITEM0824,403,4658.47,1877363.41
POL0004904,PO001373,ITEM0063,365,3027.03,1104865.95
POL0004905,PO000584,ITEM0289,241,1186.76,286009.16
POL0004906,PO002876,ITEM0998,58,2099.05,121744.9
POL0004907,PO000162,ITEM0407,392,4049.2,1587286.4
POL0004908,PO000887,ITEM1117,412,3392.15,1397565.8
POL0004909,PO000259,ITEM1078,254,400.89,101826.06
POL0004910,PO000943,ITEM0724,324,3627.4,1175277.6
POL0004911,PO002794,ITEM0656,147,3373.73,495938.31
POL0004912,PO000290,ITEM0331,478,4105.52,1962438.56
POL0004913,PO001734,ITEM0501,152,4739.95,720472.4
POL0004914,PO000891,ITEM0145,244,4455.74,1087200.56
POL0004915,PO000844,ITEM0489,300,4206.31,1261893
POL0004916,PO002192,ITEM1032,43,4488.33,192998.19
POL0004917,PO001770,ITEM0685,488,1203.69,587400.72
POL0004918,PO002758,ITEM0054,287,4443.1,814.22
POL0004919,PO000077,ITEM0499,262,477.62,125136.44
POL0004920,PO001525,ITEM0190,142,2735.71,388470.82
POL0004921,PO000278,ITEM1026,459,222.66,102200.94
POL0004922,PO000098,ITEM1115,28,3532.11,98899.08
POL0004923,PO001073,ITEM0866,13,673.58,8756.54
POL0004924,PO002183,ITEM0913,314,2750.76,863738.64
POL0004925,PO000264,ITEM0577,313,957.8,299791.4
POL0004926,PO000045,ITEM0430,283,2391.24,676720.92
POL0004927,PO000769,ITEM0638,482,103,49646
POL0004928,PO000840,ITEM0629,120,1065.23,127827.6
POL0004929,PO001480,ITEM0136,43,216.94,9328.42
POL0004930,PO001619,ITEM0004,402,104.05,41828.1
POL0004931,PO000817,ITEM0250,312,1461.48,455981.76
POL0004932,PO001865,ITEM1170,177,1669.79,295552.83
POL0004933,PO000602,ITEM0262,14,3603.76,50452.64
POL0004934,PO001734,ITEM0951,295,4800.48,1416141.6
POL0004935,PO000315,ITEM1071,33,2445.61,80705.13
POL0004936,PO002291,ITEM1193,297,4456.11,1323464.67
POL0004937,PO001860,ITEM1006,356,2768.63,985632.28
POL0004938,PO001520,ITEM0131,366,2189.77,801455.82
POL0004939,PO000314,ITEM0264,235,2323.6,546046
POL0004940,PO002184,ITEM1176,300,2685.22,805566
POL0004941,PO000659,ITEM0086,223,3216.12,717194.76
POL0004942,PO001127,ITEM0740,233,1124.12,261919.96
POL0004943,PO002054,ITEM0840,119,1595.43,189856.17
POL0004944,PO002643,ITEM0935,403,4145.18,1670507.54
POL0004945,PO002206,ITEM1138,104,1402.75,145886
POL0004946,PO002371,ITEM0825,5,2493.16,12465.8
POL0004947,PO001016,ITEM0220,362,3386.68,1225978.16
POL0004948,PO002089,ITEM0679,238,4024.29,957781.02
POL0004949,PO002210,ITEM0667,454,2843.64,1291012.56
POL0004950,PO000136,ITEM0741,190,3601.46,684277.4
POL0004951,PO000784,ITEM0483,413,1528.33,631200.29
POL0004952,PO002309,ITEM0648,219,405.75,88859.25
POL0004953,PO002116,ITEM0644,472,2052.89,968964.08
POL0004954,PO000575,ITEM0112,448,2280.43,1021632.64
POL0004955,PO001455,ITEM0404,483,3174.44,1533254.52
POL0004956,PO000226,ITEM0710,326,1395.52,454939.52
POL0004957,PO001379,ITEM0449,322,1741.21,560669.62
POL0004958,PO000148,ITEM0922,126,1412.08,177922.08
POL0004959,PO002431,ITEM0847,460,2580.74,1187140.4
POL0004960,PO002153,ITEM1102,347,4838.43,1678935.21
POL0004961,PO000675,ITEM0278,290,4635.64,1344335.6
POL0004962,PO000129,ITEM0080,399,529.27,211178.73
POL0004963,PO000038,ITEM0568,61,3395.68,756.34
POL0004964,PO000279,ITEM0256,148,2472.45,365922.6
POL0004965,PO002819,ITEM0909,141,2012.66,283785.06
POL0004966,PO000064,ITEM0573,241,2687.07,647583.87
POL0004967,PO002843,ITEM0637,444,114.93,51028.92
POL0004968,PO002138,ITEM0857,199,2417.38,481058.62
POL0004969,PO001776,ITEM0259,129,744.67,96062.43
POL0004970,PO002039,ITEM0122,143,4118.63,588964.09
POL0004971,PO001926,ITEM0169,278,2743.07,762573.46
POL0004972,PO002057,ITEM0949,-2,4898.31,-9796.62
POL0004973,PO000644,ITEM0669,-3,1154.65,-3463.95
POL0004974,PO002702,ITEM0602,14,3464.69,48505.66
POL0004975,PO001001,ITEM0276,376,145.74,54798.24
POL0004976,PO002172,ITEM1160,182,3297.04,600061.28
POL0004977,PO001051,ITEM0123,437,2414.42,1055101.54
POL0004978,PO001069,ITEM0467,317,3878.99,1229639.83
POL0004979,PO001812,ITEM1025,41,4014,164574
POL0004980,PO001655,ITEM1175,283,713.66,201965.78
POL0004981,PO002161,ITEM0249,229,111.66,25570.14
POL0004982,PO000243,ITEM0191,468,3400.44,1591405.92
POL0004983,PO001004,ITEM0279,383,4887.98,1872096.34
POL0004984,PO001464,ITEM0777,406,1321.44,536504.64
POL0004985,PO000511,ITEM0341,39,2550.52,99470.28
POL0004986,PO001945,ITEM0117,294,403.37,271.96
POL0004987,PO001110,ITEM0406,452,3794.65,1715181.8
POL0004988,PO001562,ITEM0961,69,1770.5,122164.5
POL0004989,PO002822,ITEM0678,487,4062.59,1978481.33
POL0004990,PO002660,ITEM0318,60,1576.01,94560.6
POL0004991,PO001057,ITEM0224,27,4108.1,110918.7
POL0004992,PO000111,ITEM0282,48,2959.36,12.57
POL0004993,PO001647,ITEM1195,42,1239.23,52047.66
POL0004994,PO000527,ITEM0362,391,165.24,64608.84
POL0004995,PO000672,ITEM0869,335,1546.46,518064.1
POL0004996,PO001001,ITEM0749,214,3269.93,699765.02
POL0004997,PO000558,ITEM0648,276,1327.57,366409.32
POL0004998,PO001677,ITEM0223,51,618.47,31541.97
POL0004999,PO002545,ITEM1170,150,3340.38,501057
POL0005000,PO000581,ITEM0847,149,1350.67,201249.83
POL0005001,PO001350,ITEM0645,33,2669.69,88099.77
POL0005002,PO001298,ITEM1097,380,3869.9,1470562
POL0005003,PO002949,ITEM0756,195,2649.84,516718.8
POL0005004,PO002507,ITEM1189,44,1348.56,59336.64
POL0005005,PO000129,ITEM0375,326,1554.72,506838.72
POL0005006,PO002274,ITEM0759,58,974.27,56507.66
POL0005007,PO000230,ITEM0423,412,1739.06,716492.72
POL0005008,PO001366,ITEM0352,367,4664.75,1711963.25
POL0005009,PO002031,ITEM0648,5,1680.32,497.58
POL0005010,PO002400,ITEM0924,330,2542.4,838992
POL0005011,PO001208,ITEM0270,174,1296.24,225545.76
POL0005012,PO001939,ITEM1009,133,3518.72,467989.76
POL0005013,PO001121,ITEM1159,119,1426.37,169738.03
POL0005014,PO000139,ITEM0627,396,2936.5,1162854
POL0005015,PO001781,ITEM0018,403,264.35,106533.05
POL0005016,PO000556,ITEM0800,262,4368.95,1144664.9
POL0005017,PO002751,ITEM0937,212,629.53,133460.36
POL0005018,PO002036,ITEM0948,176,4011.63,706046.88
POL0005019,PO002304,ITEM0721,392,4429.84,1736497.28
POL0005020,PO001556,ITEM0043,433,1451.27,628399.91
POL0005021,PO001042,ITEM0050,61,606.42,36991.62
POL0005022,PO001451,ITEM0406,430,1802.31,774993.3
POL0005023,PO001779,ITEM0124,12,462.9,5554.8
POL0005024,PO000912,ITEM0290,497,3072.48,1527022.56
POL0005025,PO000128,ITEM0902,370,1264.36,467813.2
POL0005026,PO001477,ITEM0214,193,4761,918873
POL0005027,PO002809,ITEM0808,141,1006.46,141910.86
POL0005028,PO000241,ITEM0474,101,658.48,66506.48
POL0005029,PO002395,ITEM0609,491,3462.72,1700195.52
POL0005030,PO002176,ITEM0530,314,2987.43,938053.02
POL0005031,PO002281,ITEM1174,470,772.77,363201.9
POL0005032,PO001751,ITEM0186,341,4623.24,1576524.84
POL0005033,PO001084,ITEM1168,245,2957.65,724624.25
POL0005034,PO001255,ITEM0726,124,1680.62,208396.88
POL0005035,PO002077,ITEM0238,171,4213.62,720529.02
POL0005036,PO000448,ITEM1010,361,965.23,348448.03
POL0005037,PO002699,ITEM0295,137,3405.27,466521.99
POL0005038,PO000544,ITEM0298,44,2645.42,116398.48
POL0005039,PO000662,ITEM0437,133,4511.17,599985.61
POL0005040,PO002727,ITEM0265,96,1970.69,189186.24
POL0005041,PO001109,ITEM0063,42,2308.35,96950.7
POL0005042,PO001140,ITEM0798,131,4892.47,640913.57
POL0005043,PO000670,ITEM1132,177,496.5,87880.5
POL0005044,PO000503,ITEM0033,248,397.28,98525.44
POL0005045,PO000538,ITEM1090,470,679.29,319266.3
POL0005046,PO002662,ITEM0598,72,189.31,13630.32
POL0005047,PO000696,ITEM1078,163,2938.31,478944.53
POL0005048,PO001721,ITEM1005,475,674.16,320226
POL0005049,PO002560,ITEM0431,129,912.8,117751.2
POL0005050,PO000939,ITEM0936,125,1085.11,135638.75
POL0005051,PO001805,ITEM1066,393,665.97,261726.21
POL0005052,PO002370,ITEM0384,301,2091.15,629436.15
POL0005053,PO000169,ITEM0025,480,1723.56,827308.8
POL0005054,PO000677,ITEM0139,-10,2448.59,-24485.9
POL0005055,PO001030,ITEM1069,447,3140.16,1403651.52
POL0005056,PO001568,ITEM0704,439,2846.25,1249503.75
POL0005057,PO001461,ITEM0976,244,341.42,83306.48
POL0005058,PO000744,ITEM0009,486,131.73,64020.78
POL0005059,PO002278,ITEM0929,276,972.73,268473.48
POL0005060,PO001481,ITEM0106,330,4049.5,1336335
POL0005061,PO001914,ITEM0921,97,4206.48,408028.56
POL0005062,PO000534,ITEM0976,453,1138.68,515822.04
POL0005063,PO000351,ITEM0638,445,4732.52,2105971.4
POL0005064,PO000655,ITEM0930,16,4468.62,71497.92
POL0005065,PO002617,ITEM0055,500,1865.59,932795
POL0005066,PO000076,ITEM0001,200,2720.55,544110
POL0005067,PO000113,ITEM1149,231,753.72,174109.32
POL0005068,PO000642,ITEM0249,234,426.96,99908.64
POL0005069,PO001144,ITEM0712,422,3762.92,1587952.24
POL0005070,PO002866,ITEM0663,295,4979.83,1469049.85
POL0005071,PO000961,ITEM0430,385,189.01,72768.85
POL0005072,PO002556,ITEM1057,157,4053.46,636393.22
POL0005073,PO001886,ITEM0739,474,1753.9,831348.6
POL0005074,PO000686,ITEM0403,307,147.78,936.01
POL0005075,PO001778,ITEM0007,259,2692.14,697264.26
POL0005076,PO001905,ITEM0689,134,4694.79,954.79
POL0005077,PO000906,ITEM0050,365,1398.38,513.72
POL0005078,PO002661,ITEM0716,269,2115.98,569198.62
POL0005079,PO001396,ITEM1109,390,2422.97,944958.3
POL0005080,PO001388,ITEM1178,497,24.43,12141.71
POL0005081,PO001216,ITEM0897,145,1676.29,243062.05
POL0005082,PO002548,ITEM0597,117,1954.13,228633.21
POL0005083,PO002055,ITEM0880,55,2226.57,122461.35
POL0005084,PO000512,ITEM0590,43,2700.88,116137.84
POL0005085,PO000926,ITEM1134,58,196.8,11414.4
POL0005086,PO000189,ITEM0531,329,1619.76,532901.04
POL0005087,PO001582,ITEM0535,64,530.23,33934.72
POL0005088,PO000825,ITEM1176,465,1479.47,687953.55
POL0005089,PO002929,ITEM0774,44,2128.72,93663.68
POL0005090,PO002278,ITEM1147,485,167.56,81266.6
POL0005091,PO002093,ITEM0738,345,2097.33,723578.85
POL0005092,PO000309,ITEM0177,218,1353.67,295100.06
POL0005093,PO001789,ITEM0938,320,4055.23,1297673.6
POL0005094,PO000376,ITEM1033,490,2143.96,1050540.4
POL0005095,PO001844,ITEM1102,110,3265.59,359214.9
POL0005096,PO001937,ITEM0108,152,1083.13,164635.76
POL0005097,PO000872,ITEM0225,71,1393.7,98952.7
POL0005098,PO002745,ITEM1069,126,1781.87,224515.62
POL0005099,PO001012,ITEM0899,464,4469.27,2073741.28
POL0005100,PO001200,ITEM0081,128,2201.98,281853.44
POL0005101,PO001412,ITEM0140,291,1004.53,292318.23
POL0005102,PO001614,ITEM1188,419,2235.28,936582.32
POL0005103,PO002415,ITEM0286,211,4499.68,949432.48
POL0005104,PO000904,ITEM0326,416,4853.82,2019189.12
POL0005105,PO002033,ITEM0242,96,4819.5,462672
POL0005106,PO000757,ITEM0149,189,4455.13,842019.57
POL0005107,PO002264,ITEM0700,117,24.3,2843.1
POL0005108,PO001430,ITEM0236,249,4312.61,1073839.89
POL0005109,PO000744,ITEM0698,62,3528.2,218748.4
POL0005110,PO002378,ITEM1106,184,98.6,18142.4
POL0005111,PO001367,ITEM1006,427,4.2,1793.4
POL0005112,PO002482,ITEM0095,98,2036.32,199559.36
POL0005113,PO001101,ITEM0150,95,154.13,14642.35
POL0005114,PO002609,ITEM0831,489,1229.45,601201.05
POL0005115,PO002112,ITEM0662,86,625.05,53754.3
POL0005116,PO002526,ITEM0909,469,2680.53,1257168.57
POL0005117,PO000114,ITEM1021,400,2205.95,882380
POL0005118,PO002043,ITEM0558,208,219.88,45735.04
POL0005119,PO000982,ITEM0507,40,4157.83,166313.2
POL0005120,PO001138,ITEM0163,6,4964.33,29785.98
POL0005121,PO001266,ITEM0582,328,2441,800648
POL0005122,PO002705,ITEM0782,276,2188.41,604001.16
POL0005123,PO001789,ITEM0382,456,3512.67,1601777.52
POL0005124,PO001958,ITEM1004,454,1788.94,812178.76
POL0005125,PO001332,ITEM0523,416,31.06,12920.96
POL0005126,PO001758,ITEM0250,416,2507.97,1043315.52
POL0005127,PO002968,ITEM1023,138,3801.56,524615.28
POL0005128,PO002073,ITEM0741,130,851.7,110721
POL0005129,PO000446,ITEM1031,311,317.6,98773.6
POL0005130,PO002904,ITEM0529,78,2091.32,163122.96
POL0005131,PO000660,ITEM0280,78,410.79,32041.62
POL0005132,PO002398,ITEM1074,102,2881.21,293883.42
POL0005133,PO000503,ITEM0644,408,4591.53,1873344.24
POL0005134,PO002862,ITEM0252,2,71.49,142.98
POL0005135,PO002851,ITEM0014,486,693.06,336827.16
POL0005136,PO001060,ITEM0720,129,4740.38,611509.02
POL0005137,PO000292,ITEM0745,462,3975.34,1836607.08
POL0005138,PO001904,ITEM0778,331,1329.59,440094.29
POL0005139,PO002245,ITEM0473,141,1578.25,222533.25
POL0005140,PO002809,ITEM0636,446,493.65,220167.9
POL0005141,PO002734,ITEM0922,324,2003.36,649088.64
POL0005142,PO001941,ITEM0887,194,4661.07,904247.58
POL0005143,PO001615,ITEM0096,430,1258.54,541172.2
POL0005144,PO002750,ITEM0701,54,42.1,2273.4
POL0005145,PO001274,ITEM0675,61,2930.58,178765.38
POL0005146,PO002012,ITEM0745,464,925.23,429306.72
POL0005147,PO002128,ITEM1014,283,3116.03,881836.49
POL0005148,PO001998,ITEM0295,293,2791.56,817927.08
POL0005149,PO000581,ITEM0342,143,3702,77.93
POL0005150,PO002836,ITEM0084,348,2770.05,963977.4
POL0005151,PO002197,ITEM0958,300,850.84,255252
POL0005152,PO001769,ITEM0565,108,3226.77,380.52
POL0005153,PO001700,ITEM0885,235,698.46,164138.1
POL0005154,PO000360,ITEM0527,9,1228.77,11058.93
POL0005155,PO002853,ITEM0389,89,444.81,39588.09
POL0005156,PO000991,ITEM0041,410,4488.78,1840399.8
POL0005157,PO002083,ITEM0539,45,4608.9,207400.5
POL0005158,PO002056,ITEM1090,195,1768.21,344800.95
POL0005159,PO001522,ITEM0274,257,2490.76,640125.32
POL0005160,PO001609,ITEM0214,172,767.4,131992.8
POL0005161,PO002493,ITEM0937,131,964.29,126321.99
POL0005162,PO002144,ITEM0433,167,2274.11,379776.37
POL0005163,PO002343,ITEM1119,469,2265.33,1062439.77
POL0005164,PO000365,ITEM0495,246,2281.38,561219.48
POL0005165,PO001738,ITEM0885,486,1987.08,965720.88
POL0005166,PO000833,ITEM1112,116,3285.25,381089
POL0005167,PO002201,ITEM0896,284,1777.01,504670.84
POL0005168,PO002187,ITEM0289,24,2319.88,55677.12
POL0005169,PO000189,ITEM0252,339,1935.37,656090.43
POL0005170,PO000455,ITEM0886,373,2915.77,1087582.21
POL0005171,PO002469,ITEM0628,430,2122.84,912821.2
POL0005172,PO000689,ITEM0402,205,3518.41,721274.05
POL0005173,PO002199,ITEM0582,443,3420.02,1515068.86
POL0005174,PO000479,ITEM0994,258,4300.03,1109407.74
POL0005175,PO001972,ITEM1157,224,956.2,214188.8
POL0005176,PO000200,ITEM0186,300,4432.23,1329669
POL0005177,PO002026,ITEM0158,-8,655.58,-5244.64
POL0005178,PO002541,ITEM0641,19,3398.38,64569.22
POL0005179,PO000522,ITEM0019,369,3380.49,1247400.81
POL0005180,PO000651,ITEM0207,479,3302.04,1581677.16
POL0005181,PO001497,ITEM0155,53,3879.23,205599.19
POL0005182,PO001442,ITEM0784,314,1370.08,430205.12
POL0005183,PO002962,ITEM0555,146,4077.55,595322.3
POL0005184,PO000385,ITEM0801,83,752.52,62459.16
POL0005185,PO000966,ITEM0435,198,1085.33,214895.34
POL0005186,PO000638,ITEM0590,170,182.35,30999.5
POL0005187,PO001324,ITEM0493,57,1916.3,109229.1
POL0005188,PO000060,ITEM0482,36,4772.05,171793.8
POL0005189,PO002439,ITEM1080,243,1569.39,381361.77
POL0005190,PO000654,ITEM0126,23,3362.81,77344.63
POL0005191,PO000777,ITEM0710,134,2646.1,280.74
POL0005192,PO002459,ITEM0435,-3,3799.83,-11399.49
POL0005193,PO002112,ITEM0111,116,4708.3,546162.8
POL0005194,PO002315,ITEM0954,317,4701.3,265.73
POL0005195,PO000829,ITEM0177,-8,1511.4,620.12
POL0005196,PO002742,ITEM1142,229,2421.08,554427.32
POL0005197,PO002825,ITEM0495,336,1642.73,551957.28
POL0005198,PO002003,ITEM0973,56,3782.45,211817.2
POL0005199,PO001453,ITEM0703,102,2447.59,249654.18
POL0005200,PO000522,ITEM0909,193,324.36,62601.48
POL0005201,PO001313,ITEM0635,474,1126.21,533823.54
POL0005202,PO000399,ITEM0369,44,1440.5,63382
POL0005203,PO001391,ITEM0506,198,2139.95,423710.1
POL0005204,PO000523,ITEM0546,398,3859.5,1536081
POL0005205,PO000569,ITEM0142,352,255.02,89767.04
POL0005206,PO000851,ITEM0522,468,3208.34,1501503.12
POL0005207,PO002333,ITEM0104,103,3182.94,327842.82
POL0005208,PO002211,ITEM0677,231,3093.65,714633.15
POL0005209,PO001829,ITEM0970,446,1440.11,642289.06
POL0005210,PO002315,ITEM0144,350,4422.83,1547990.5
POL0005211,PO000178,ITEM0453,298,4324.34,1288653.32
POL0005212,PO000450,ITEM0304,47,3443.28,161834.16
POL0005213,PO002324,ITEM0743,167,2997.27,500544.09
POL0005214,PO001179,ITEM0371,331,4600.43,1522742.33
POL0005215,PO002759,ITEM0383,368,447.86,164812.48
POL0005216,PO002893,ITEM0802,7,4166.17,29163.19
POL0005217,PO002450,ITEM0182,359,3364.87,717.42
POL0005218,PO001614,ITEM0515,417,1257.14,524227.38
POL0005219,PO001029,ITEM0431,190,1335.23,253693.7
POL0005220,PO001714,ITEM0191,373,3890.69,1451227.37
POL0005221,PO002899,ITEM0016,70,3450.09,241506.3
POL0005222,PO000677,ITEM0905,227,3146.26,714201.02
POL0005223,PO000644,ITEM0946,246,1194.88,293940.48
POL0005224,PO001827,ITEM1117,423,3136,1326528
POL0005225,PO002465,ITEM0448,236,532.12,125580.32
POL0005226,PO000162,ITEM0030,374,1860.66,44.34
POL0005227,PO000868,ITEM0288,20,3328.01,66560.2
POL0005228,PO002644,ITEM0975,364,4302.33,1566048.12
POL0005229,PO001649,ITEM0758,442,1653.53,730860.26
POL0005230,PO002265,ITEM0633,51,2397.17,122255.67
POL0005231,PO001185,ITEM0562,324,139.05,45052.2
POL0005232,PO000753,ITEM0588,316,1082.99,342224.84
POL0005233,PO002745,ITEM0847,171,3242.54,554474.34
POL0005234,PO000267,ITEM0685,260,1425.23,370559.8
POL0005235,PO001364,ITEM0248,200,3674.23,734846
POL0005236,PO000279,ITEM1055,243,1020.06,247874.58
POL0005237,PO002047,ITEM0811,393,3645.44,1432657.92
POL0005238,PO002320,ITEM0740,187,1794.88,335642.56
POL0005239,PO001687,ITEM0026,199,1636.04,928.68
POL0005240,PO000937,ITEM0449,461,3845.65,1772844.65
POL0005241,PO002333,ITEM0810,151,767.23,115851.73
POL0005242,PO000573,ITEM0181,254,1281.44,160.6
POL0005243,PO001336,ITEM0190,487,4436.51,2160580.37
POL0005244,PO002408,ITEM0755,163,1765.63,287797.69
POL0005245,PO000535,ITEM0471,91,2265.8,206187.8
POL0005246,PO000288,ITEM0584,201,225.37,45299.37
POL0005247,PO000236,ITEM0379,209,1534.42,320693.78
POL0005248,PO000318,ITEM0452,231,231.19,53404.89
POL0005249,PO002292,ITEM0293,69,894.69,61733.61
POL0005250,PO001482,ITEM0305,307,3895.82,1196016.74
POL0005251,PO002483,ITEM0313,491,3355.87,1647732.17
