transaction_id,item_code,warehouse_code,transaction_type,quantity,transaction_date
TXN00009338,ITEM0436,WH_IN_01,ISSUE,55,16-05-2025
TXN00009339,ITEM0777,WH_EU_01,ISSUE,-460,09-02-2025
TXN00009340,ITEM0632,WH_US_01,ISSUE,385,06-11-2024
TXN00009341,ITEM1107,,INVALID,93,20-12-2025
TXN00009342,ITEM0682,WH_US_01,ISSUE,164,25-10-2024
TXN00009343,ITEM0018,WH_EU_01,RECEIPT,498,13-10-2025
TXN00009344,ITEM0049,WH_EU_01,RECEIPT,104,26-06-2024
TXN00009345,ITEM0635,,INVALID,-342,30-07-2024
TXN00009346,ITEM0767,WH_EU_01,RECEIPT,-354,06-02-2024
TXN00009347,ITEM1104,WH_IN_01,ISSUE,30,27-12-2025
TXN00009348,ITEM0350,WH_IN_01,ISSUE,-462,10-05-2024
TXN00009349,ITEM0586,WH_US_01,ADJUSTMENT,488,13-09-2025
TXN00009350,ITEM0700,WH_US_01,RECEIPT,-360,14-01-2025
TXN00009351,ITEM0919,WH_EU_01,INVALID,-123,03-05-2025
TXN00009352,ITEM0260,WH_EU_01,ISSUE,-71,18-06-2025
TXN00009353,ITEM0195,,INVALID,-56,05-01-2026
TXN00009354,ITEM0260,WH_US_01,INVALID,108,21-03-2025
TXN00009355,ITEM0884,WH_IN_01,RECEIPT,-250,16-01-2026
TXN00009356,ITEM0055,,INVALID,350,20-07-2024
TXN00009357,ITEM0279,,ISSUE,453,29-06-2025
TXN00009358,ITEM0324,WH_US_01,ISSUE,-469,24-02-2025
TXN00009359,ITEM0149,,ISSUE,-281,30-03-2025
TXN00009360,ITEM0967,WH_IN_01,ADJUSTMENT,-267,26-02-2025
TXN00009361,ITEM0594,WH_IN_01,RECEIPT,247,25-05-2024
TXN00009362,ITEM0339,WH_US_01,INVALID,419,17-05-2024
TXN00009363,ITEM0323,WH_EU_01,ADJUSTMENT,-321,30-08-2025
TXN00009364,ITEM1037,WH_US_01,RECEIPT,299,03-11-2025
TXN00009365,ITEM1125,WH_IN_01,ISSUE,-32,21-11-2024
TXN00009366,ITEM0167,WH_US_01,RECEIPT,288,04-01-2025
TXN00009367,ITEM0648,WH_EU_01,ADJUSTMENT,-210,10-03-2025
TXN00009368,ITEM0250,WH_EU_01,RECEIPT,-308,23-02-2025
TXN00009369,ITEM0972,WH_IN_01,INVALID,-185,25-07-2024
TXN00009370,ITEM0274,,RECEIPT,-164,09-04-2024
TXN00009371,ITEM0454,WH_IN_01,ADJUSTMENT,-249,17-11-2024
TXN00009372,ITEM0125,WH_IN_01,ISSUE,-233,18-02-2024
TXN00009373,ITEM1185,,INVALID,442,30-04-2024
TXN00009374,ITEM0035,,ADJUSTMENT,-91,25-08-2025
TXN00009375,ITEM0797,WH_IN_01,ADJUSTMENT,498,29-01-2024
TXN00009376,ITEM0720,,RECEIPT,27,15-04-2025
TXN00009377,ITEM0029,WH_IN_01,RECEIPT,-169,10-10-2024
TXN00009378,ITEM1130,WH_IN_01,RECEIPT,-228,05-09-2025
TXN00009379,ITEM0647,WH_IN_01,INVALID,16,11-02-2025
TXN00009380,ITEM0508,WH_IN_01,RECEIPT,276,07-06-2025
TXN00009381,ITEM0823,WH_US_01,ISSUE,381,27-10-2024
TXN00009382,ITEM0589,WH_EU_01,INVALID,-219,26-12-2025
TXN00009383,ITEM0180,WH_US_01,RECEIPT,-83,17-10-2025
TXN00009384,ITEM1003,,ADJUSTMENT,-328,05-01-2026
TXN00009385,ITEM0629,WH_IN_01,ISSUE,-116,20-04-2025
TXN00009386,ITEM0660,WH_EU_01,ISSUE,-204,14-10-2024
TXN00009387,ITEM0855,,ADJUSTMENT,-471,15-05-2025
TXN00009388,ITEM0168,WH_IN_01,ADJUSTMENT,-324,29-04-2025
TXN00009389,ITEM1151,,ISSUE,236,20-01-2025
TXN00009390,ITEM0366,WH_US_01,ISSUE,313,20-10-2025
TXN00009391,ITEM0351,,RECEIPT,-399,28-11-2024
TXN00009392,ITEM0272,WH_IN_01,ADJUSTMENT,192,06-03-2024
TXN00009393,ITEM0933,,RECEIPT,-419,09-04-2025
TXN00009394,ITEM0455,,ADJUSTMENT,-40,18-04-2024
TXN00009395,ITEM1190,WH_IN_01,ISSUE,-229,13-08-2025
TXN00009396,ITEM0425,WH_EU_01,ISSUE,218,05-06-2025
TXN00009397,ITEM0472,WH_EU_01,INVALID,-311,24-06-2025
TXN00009398,ITEM0957,,ISSUE,428,03-04-2025
TXN00009399,ITEM0568,,ADJUSTMENT,105,14-01-2025
TXN00009400,ITEM0339,WH_EU_01,RECEIPT,-75,28-07-2025
TXN00009401,ITEM0423,,RECEIPT,342,01-03-2025
TXN00009402,ITEM0782,WH_IN_01,ISSUE,341,29-05-2024
TXN00009403,ITEM0109,WH_EU_01,ISSUE,-314,01-04-2024
TXN00009404,ITEM0302,,ADJUSTMENT,414,27-01-2024
TXN00009405,ITEM0922,,INVALID,483,14-01-2026
TXN00009406,ITEM0019,,INVALID,411,02-01-2026
TXN00009407,ITEM0532,,ISSUE,379,19-04-2025
TXN00009408,ITEM0407,WH_EU_01,ISSUE,113,11-11-2025
TXN00009409,ITEM0198,WH_IN_01,ADJUSTMENT,-421,29-03-2025
TXN00009410,ITEM1154,WH_EU_01,ISSUE,71,22-03-2025
TXN00009411,ITEM1080,,RECEIPT,-339,23-03-2024
TXN00009412,ITEM0873,,ADJUSTMENT,-132,03-12-2024
TXN00009413,ITEM1006,WH_US_01,RECEIPT,-6,20-09-2025
TXN00009414,ITEM0594,WH_US_01,INVALID,-433,20-09-2025
TXN00009415,ITEM0594,WH_US_01,ADJUSTMENT,-130,18-09-2025
TXN00009416,ITEM0084,WH_IN_01,INVALID,-338,14-11-2024
TXN00009417,ITEM0605,,ADJUSTMENT,-199,28-08-2025
TXN00009418,ITEM1082,WH_IN_01,RECEIPT,-106,20-11-2024
TXN00009419,ITEM0231,WH_IN_01,ADJUSTMENT,305,07-03-2025
TXN00009420,ITEM0455,WH_IN_01,ADJUSTMENT,-445,07-06-2024
TXN00009421,ITEM0925,WH_EU_01,ISSUE,-98,28-01-2025
TXN00009422,ITEM0173,WH_EU_01,ADJUSTMENT,-125,07-05-2025
TXN00009423,ITEM0870,WH_EU_01,INVALID,-282,13-05-2024
TXN00009424,ITEM0963,WH_US_01,INVALID,-350,02-06-2024
TXN00009425,ITEM0788,,INVALID,366,01-12-2025
TXN00009426,ITEM0067,,INVALID,310,26-07-2024
TXN00009427,ITEM0119,,RECEIPT,-266,13-06-2025
TXN00009428,ITEM0476,WH_US_01,INVALID,229,07-08-2024
TXN00009429,ITEM0878,WH_IN_01,INVALID,-234,10-02-2024
TXN00009430,ITEM1014,,ADJUSTMENT,310,06-07-2024
TXN00009431,ITEM0979,WH_EU_01,RECEIPT,160,28-01-2025
TXN00009432,ITEM0240,WH_US_01,ISSUE,292,23-04-2025
TXN00009433,ITEM0062,,RECEIPT,-292,29-03-2024
TXN00009434,ITEM1078,WH_IN_01,ISSUE,-249,10-04-2025
TXN00009435,ITEM1171,WH_EU_01,INVALID,178,08-03-2024
TXN00009436,ITEM1074,WH_IN_01,ADJUSTMENT,-466,04-03-2025
TXN00009437,ITEM0420,WH_US_01,ISSUE,142,23-11-2025
TXN00009438,ITEM0476,,ISSUE,402,17-08-2025
TXN00009439,ITEM0754,,ADJUSTMENT,-469,10-11-2024
TXN00009440,ITEM1178,WH_US_01,ISSUE,-100,02-04-2025
TXN00009441,ITEM0460,WH_US_01,RECEIPT,-376,18-01-2025
TXN00009442,ITEM0176,WH_IN_01,INVALID,-444,26-01-2025
TXN00009443,ITEM1147,WH_US_01,INVALID,425,25-08-2024
TXN00009444,ITEM1182,WH_US_01,RECEIPT,272,08-03-2025
TXN00009445,ITEM0115,WH_US_01,ADJUSTMENT,-346,23-02-2024
TXN00009446,ITEM0563,WH_IN_01,RECEIPT,-69,11-07-2025
TXN00009447,ITEM0456,WH_EU_01,RECEIPT,72,19-08-2024
TXN00009448,ITEM1162,WH_US_01,INVALID,-232,02-07-2025
TXN00009449,ITEM0664,WH_US_01,ADJUSTMENT,-21,10-08-2024
TXN00009450,ITEM0573,WH_EU_01,ISSUE,431,13-05-2025
TXN00009451,ITEM0184,WH_EU_01,INVALID,476,03-11-2025
TXN00009452,ITEM0552,WH_EU_01,RECEIPT,-367,30-06-2025
TXN00009453,ITEM0414,WH_US_01,ADJUSTMENT,404,13-05-2024
TXN00009454,ITEM0373,,ISSUE,452,08-08-2024
TXN00009455,ITEM0103,WH_EU_01,RECEIPT,189,06-09-2024
TXN00009456,ITEM0157,WH_EU_01,ISSUE,-362,21-01-2026
TXN00009457,ITEM0463,,RECEIPT,-115,19-04-2024
TXN00009458,ITEM0446,,ADJUSTMENT,302,07-08-2025
TXN00009459,ITEM0505,WH_EU_01,RECEIPT,-120,08-12-2024
TXN00009460,ITEM0503,,ISSUE,-313,11-08-2025
TXN00009461,ITEM0154,WH_US_01,ADJUSTMENT,413,23-09-2024
TXN00009462,ITEM0335,WH_US_01,ISSUE,-29,04-01-2026
TXN00009463,ITEM0607,WH_US_01,RECEIPT,-215,18-08-2025
TXN00009464,ITEM0604,WH_IN_01,RECEIPT,121,17-03-2024
TXN00009465,ITEM0607,,ADJUSTMENT,184,12-08-2025
TXN00009466,ITEM0759,WH_US_01,ADJUSTMENT,-214,21-12-2024
TXN00009467,ITEM0279,WH_EU_01,ADJUSTMENT,256,18-12-2025
TXN00009468,ITEM0290,,ADJUSTMENT,23,24-03-2025
TXN00009469,ITEM0234,WH_EU_01,RECEIPT,-390,25-11-2025
TXN00009470,ITEM0982,WH_US_01,ADJUSTMENT,94,15-09-2025
TXN00009471,ITEM1197,WH_IN_01,INVALID,-220,04-10-2025
TXN00009472,ITEM0836,,ISSUE,-64,14-04-2024
TXN00009473,ITEM0783,WH_IN_01,ISSUE,60,03-02-2024
TXN00009474,ITEM0711,WH_IN_01,ADJUSTMENT,-457,24-12-2024
TXN00009475,ITEM0310,WH_US_01,INVALID,394,10-09-2025
TXN00009476,ITEM0493,,INVALID,-283,23-08-2024
TXN00009477,ITEM0673,WH_US_01,ISSUE,-245,19-04-2024
TXN00009478,ITEM0913,WH_US_01,INVALID,302,03-01-2026
TXN00009479,ITEM1133,WH_IN_01,RECEIPT,-45,03-01-2026
TXN00009480,ITEM0586,WH_EU_01,ISSUE,-287,21-01-2025
TXN00009481,ITEM0202,WH_EU_01,ADJUSTMENT,-252,23-12-2025
TXN00009482,ITEM0376,WH_US_01,ADJUSTMENT,50,06-08-2024
TXN00009483,ITEM0084,WH_US_01,ADJUSTMENT,57,27-09-2025
TXN00009484,ITEM0425,WH_IN_01,RECEIPT,-349,09-03-2024
TXN00009485,ITEM1179,,INVALID,14,08-01-2025
TXN00009486,ITEM0636,WH_IN_01,INVALID,-479,06-10-2024
TXN00009487,ITEM0075,,ISSUE,-496,03-12-2025
TXN00009488,ITEM0192,WH_IN_01,ISSUE,207,19-03-2025
TXN00009489,ITEM0734,,INVALID,-166,22-06-2024
TXN00009490,ITEM0123,WH_US_01,INVALID,-205,13-10-2024
TXN00009491,ITEM1179,WH_IN_01,INVALID,96,07-11-2024
TXN00009492,ITEM0491,WH_IN_01,INVALID,59,18-06-2025
TXN00009493,ITEM0682,WH_IN_01,ISSUE,-190,08-07-2025
TXN00009494,ITEM0512,WH_US_01,RECEIPT,57,23-12-2024
TXN00009495,ITEM0942,WH_IN_01,RECEIPT,168,05-11-2024
TXN00009496,ITEM0272,WH_US_01,INVALID,-350,21-07-2024
TXN00009497,ITEM0983,WH_US_01,INVALID,463,21-12-2024
TXN00009498,ITEM1108,WH_IN_01,ADJUSTMENT,-450,28-12-2024
TXN00009499,ITEM0309,,RECEIPT,-61,14-03-2025
TXN00009500,ITEM1020,WH_US_01,ADJUSTMENT,223,12-03-2025
TXN00009501,ITEM0525,WH_EU_01,ADJUSTMENT,314,02-01-2026
TXN00009502,ITEM0738,WH_US_01,ADJUSTMENT,-91,30-08-2025
TXN00009503,ITEM0249,,RECEIPT,-129,03-05-2024
TXN00009504,ITEM0859,WH_EU_01,RECEIPT,346,09-08-2025
TXN00009505,ITEM0826,WH_IN_01,INVALID,498,17-05-2024
TXN00009506,ITEM0938,WH_US_01,RECEIPT,351,28-08-2024
TXN00009507,ITEM0784,WH_IN_01,INVALID,209,22-01-2026
TXN00009508,ITEM0402,WH_EU_01,INVALID,-446,05-12-2025
TXN00009509,ITEM0197,WH_IN_01,RECEIPT,80,13-01-2025
TXN00009510,ITEM0889,WH_EU_01,INVALID,-39,18-02-2024
TXN00009511,ITEM1150,,ADJUSTMENT,-348,12-02-2024
TXN00009512,ITEM0289,WH_EU_01,ISSUE,-226,07-03-2024
TXN00009513,ITEM0368,WH_EU_01,ISSUE,-240,23-11-2024
TXN00009514,ITEM1043,,INVALID,298,02-04-2025
TXN00009515,ITEM1197,,RECEIPT,434,23-09-2025
TXN00009516,ITEM0217,,ADJUSTMENT,-445,08-07-2024
TXN00009517,ITEM1120,WH_US_01,INVALID,-17,31-05-2024
TXN00009518,ITEM0941,WH_EU_01,RECEIPT,413,05-10-2025
TXN00009519,ITEM0391,WH_IN_01,ISSUE,-234,18-08-2024
TXN00009520,ITEM0668,WH_IN_01,ADJUSTMENT,-294,11-01-2025
TXN00009521,ITEM0444,WH_IN_01,RECEIPT,-332,21-08-2024
TXN00009522,ITEM0237,WH_US_01,ISSUE,53,22-01-2025
TXN00009523,ITEM0696,WH_IN_01,ADJUSTMENT,489,09-12-2024
TXN00009524,ITEM0757,WH_US_01,RECEIPT,325,29-05-2025
TXN00009525,ITEM0870,WH_US_01,INVALID,291,15-04-2025
TXN00009526,ITEM0842,WH_EU_01,INVALID,-418,09-06-2024
TXN00009527,ITEM0918,WH_IN_01,ISSUE,-371,15-09-2024
TXN00009528,ITEM0505,,ADJUSTMENT,-387,06-09-2025
TXN00009529,ITEM0683,WH_US_01,INVALID,-199,22-07-2025
TXN00009530,ITEM0291,WH_US_01,RECEIPT,-448,14-05-2025
TXN00009531,ITEM0566,WH_US_01,ISSUE,-435,05-07-2025
TXN00009532,ITEM0120,WH_EU_01,ADJUSTMENT,10,04-03-2024
TXN00009533,ITEM0781,WH_IN_01,ADJUSTMENT,231,13-01-2026
TXN00009534,ITEM1122,WH_US_01,ADJUSTMENT,84,16-02-2024
TXN00009535,ITEM0112,WH_IN_01,ISSUE,319,15-11-2025
TXN00009536,ITEM0624,WH_IN_01,INVALID,-426,30-12-2025
TXN00009537,ITEM0044,WH_EU_01,RECEIPT,104,09-03-2024
TXN00009538,ITEM0089,,RECEIPT,-32,12-12-2024
TXN00009539,ITEM0139,WH_IN_01,ADJUSTMENT,-77,09-10-2024
TXN00009540,ITEM0307,,ADJUSTMENT,-198,05-07-2025
TXN00009541,ITEM0329,WH_EU_01,ISSUE,-425,03-01-2026
TXN00009542,ITEM0827,WH_IN_01,ISSUE,-165,19-06-2024
TXN00009543,ITEM0535,WH_US_01,ADJUSTMENT,-299,21-07-2025
TXN00009544,ITEM0788,WH_EU_01,RECEIPT,-401,16-05-2024
TXN00009545,ITEM0337,WH_IN_01,INVALID,-462,04-11-2024
TXN00009546,ITEM0143,WH_EU_01,RECEIPT,-321,21-11-2025
TXN00009547,ITEM0519,WH_IN_01,ADJUSTMENT,-468,22-03-2024
TXN00009548,ITEM0844,,INVALID,293,18-08-2024
TXN00009549,ITEM0130,WH_EU_01,ADJUSTMENT,-251,15-10-2025
TXN00009550,ITEM1113,WH_US_01,RECEIPT,493,26-03-2024
TXN00009551,ITEM0720,WH_US_01,INVALID,-204,09-06-2025
TXN00009552,ITEM0379,WH_US_01,RECEIPT,-242,28-02-2025
TXN00009553,ITEM0189,,ADJUSTMENT,-368,27-07-2024
TXN00009554,ITEM0395,,INVALID,-257,27-12-2025
TXN00009555,ITEM0035,WH_EU_01,INVALID,-100,20-07-2025
TXN00009556,ITEM0452,WH_IN_01,ADJUSTMENT,59,27-10-2024
TXN00009557,ITEM0482,WH_EU_01,RECEIPT,-19,19-08-2024
TXN00009558,ITEM0676,,INVALID,-383,22-12-2024
TXN00009559,ITEM0479,WH_US_01,ISSUE,-17,21-11-2025
TXN00009560,ITEM1064,WH_EU_01,ISSUE,-311,02-06-2024
TXN00009561,ITEM0830,WH_US_01,RECEIPT,-283,06-05-2024
TXN00009562,ITEM0571,WH_IN_01,ISSUE,52,14-02-2025
TXN00009563,ITEM0801,WH_US_01,ADJUSTMENT,106,14-05-2024
TXN00009564,ITEM0341,WH_US_01,INVALID,479,21-07-2025
TXN00009565,ITEM0723,WH_IN_01,INVALID,101,29-05-2024
TXN00009566,ITEM0814,WH_US_01,ADJUSTMENT,220,30-07-2024
TXN00009567,ITEM0124,WH_IN_01,INVALID,-487,23-11-2024
TXN00009568,ITEM0400,WH_IN_01,INVALID,-277,21-08-2024
TXN00009569,ITEM0864,WH_IN_01,INVALID,-174,24-03-2024
TXN00009570,ITEM0298,WH_EU_01,ADJUSTMENT,437,28-09-2024
TXN00009571,ITEM0872,,RECEIPT,-252,20-11-2025
TXN00009572,ITEM0411,WH_US_01,ADJUSTMENT,-451,25-05-2025
TXN00009573,ITEM0556,WH_EU_01,RECEIPT,-254,14-12-2025
TXN00009574,ITEM0783,WH_EU_01,RECEIPT,79,20-11-2025
TXN00009575,ITEM0355,WH_IN_01,ADJUSTMENT,-299,26-06-2025
TXN00009576,ITEM1108,WH_EU_01,INVALID,175,08-08-2025
TXN00009577,ITEM0496,WH_US_01,INVALID,-162,12-11-2025
TXN00009578,ITEM0306,WH_EU_01,RECEIPT,203,05-06-2025
TXN00009579,ITEM0459,,INVALID,4,13-05-2024
TXN00009580,ITEM0839,WH_EU_01,ADJUSTMENT,-493,27-07-2025
TXN00009581,ITEM0468,WH_IN_01,INVALID,-68,17-07-2024
TXN00009582,ITEM0817,WH_EU_01,ISSUE,300,27-03-2024
TXN00009583,ITEM1091,WH_EU_01,ADJUSTMENT,-309,07-10-2024
TXN00009584,ITEM0869,WH_IN_01,RECEIPT,-154,02-10-2025
TXN00009585,ITEM0567,WH_IN_01,ADJUSTMENT,-269,31-08-2025
TXN00009586,ITEM0112,WH_EU_01,RECEIPT,16,02-06-2025
TXN00009587,ITEM1028,,RECEIPT,-377,13-08-2024
TXN00009588,ITEM0913,WH_US_01,ISSUE,-295,01-04-2024
TXN00009589,ITEM0392,WH_IN_01,RECEIPT,63,20-11-2025
TXN00009590,ITEM0711,WH_IN_01,INVALID,213,20-11-2024
TXN00009591,ITEM0079,WH_IN_01,RECEIPT,-2,25-02-2024
TXN00009592,ITEM0611,WH_IN_01,INVALID,311,31-10-2025
TXN00009593,ITEM0354,WH_IN_01,RECEIPT,119,19-01-2025
TXN00009594,ITEM0829,WH_US_01,INVALID,467,14-12-2024
TXN00009595,ITEM0725,WH_IN_01,ISSUE,130,10-09-2024
TXN00009596,ITEM0258,,ISSUE,-313,20-04-2025
TXN00009597,ITEM0682,WH_US_01,ISSUE,67,13-01-2025
TXN00009598,ITEM0809,WH_IN_01,INVALID,-110,04-01-2026
TXN00009599,ITEM0041,WH_IN_01,RECEIPT,-269,12-02-2024
TXN00009600,ITEM0588,WH_EU_01,ISSUE,-460,31-01-2025
TXN00009601,ITEM0767,,ISSUE,428,08-06-2025
TXN00009602,ITEM0893,WH_EU_01,INVALID,-18,16-09-2024
TXN00009603,ITEM0173,WH_EU_01,RECEIPT,-359,23-09-2024
TXN00009604,ITEM0924,WH_IN_01,ISSUE,345,21-07-2024
TXN00009605,ITEM0310,WH_IN_01,ADJUSTMENT,-261,03-03-2024
TXN00009606,ITEM0097,WH_EU_01,ADJUSTMENT,73,03-01-2026
TXN00009607,ITEM0246,WH_US_01,ADJUSTMENT,273,29-09-2025
TXN00009608,ITEM1069,WH_EU_01,ISSUE,387,21-07-2025
TXN00009609,ITEM0691,WH_IN_01,ADJUSTMENT,-18,06-01-2026
TXN00009610,ITEM1040,WH_US_01,ADJUSTMENT,-36,08-08-2024
TXN00009611,ITEM1136,WH_EU_01,ISSUE,396,16-09-2025
TXN00009612,ITEM0780,WH_IN_01,INVALID,-61,07-06-2025
TXN00009613,ITEM0335,,ADJUSTMENT,489,02-06-2024
TXN00009614,ITEM0127,,INVALID,-232,16-01-2025
TXN00009615,ITEM0443,,ISSUE,283,15-05-2024
TXN00009616,ITEM0448,WH_US_01,ISSUE,352,17-09-2025
TXN00009617,ITEM0981,WH_US_01,ADJUSTMENT,35,13-06-2024
TXN00009618,ITEM0765,WH_EU_01,ADJUSTMENT,247,01-09-2024
TXN00009619,ITEM0538,WH_US_01,ADJUSTMENT,128,19-06-2024
TXN00009620,ITEM0222,WH_US_01,INVALID,18,26-04-2024
TXN00009621,ITEM1000,,ISSUE,-455,29-01-2024
TXN00009622,ITEM0515,WH_US_01,ADJUSTMENT,154,10-01-2026
TXN00009623,ITEM0722,WH_EU_01,ISSUE,387,20-10-2024
TXN00009624,ITEM0241,WH_IN_01,ISSUE,-36,17-01-2025
TXN00009625,ITEM0435,WH_US_01,ISSUE,113,02-03-2025
TXN00009626,ITEM0569,WH_EU_01,INVALID,59,02-12-2024
TXN00009627,ITEM0597,WH_IN_01,RECEIPT,223,20-08-2025
TXN00009628,ITEM0564,WH_IN_01,RECEIPT,245,22-09-2025
TXN00009629,ITEM0800,WH_EU_01,ISSUE,-395,29-10-2024
TXN00009630,ITEM0746,WH_IN_01,RECEIPT,-468,27-02-2024
TXN00009631,ITEM0034,WH_US_01,RECEIPT,196,01-11-2024
TXN00009632,ITEM1199,,INVALID,389,06-03-2025
TXN00009633,ITEM0792,WH_EU_01,RECEIPT,-51,20-11-2024
TXN00009634,ITEM0232,,ADJUSTMENT,441,30-10-2024
TXN00009635,ITEM0881,WH_IN_01,ADJUSTMENT,-365,02-10-2025
TXN00009636,ITEM1155,WH_IN_01,RECEIPT,284,13-10-2025
TXN00009637,ITEM0971,WH_EU_01,RECEIPT,-289,08-04-2024
TXN00009638,ITEM0087,WH_US_01,ISSUE,432,21-11-2025
TXN00009639,ITEM1101,WH_EU_01,RECEIPT,-349,24-02-2025
TXN00009640,ITEM1040,WH_EU_01,ADJUSTMENT,352,14-04-2025
TXN00009641,ITEM0448,,ISSUE,167,11-12-2025
TXN00009642,ITEM0278,,ISSUE,-9,31-01-2024
TXN00009643,ITEM1011,WH_IN_01,ADJUSTMENT,-255,04-01-2025
TXN00009644,ITEM0090,WH_IN_01,ADJUSTMENT,-201,12-01-2026
TXN00009645,ITEM0568,WH_EU_01,ISSUE,4,26-01-2024
TXN00009646,ITEM1013,WH_EU_01,ADJUSTMENT,-211,12-12-2025
TXN00009647,ITEM0407,,RECEIPT,-95,29-03-2024
TXN00009648,ITEM1173,WH_EU_01,ADJUSTMENT,-141,03-07-2024
TXN00009649,ITEM0704,,RECEIPT,-379,01-02-2024
TXN00009650,ITEM0542,WH_EU_01,ADJUSTMENT,-489,18-03-2024
TXN00009651,ITEM0011,,RECEIPT,-446,15-10-2025
TXN00009652,ITEM0076,WH_IN_01,ISSUE,-121,17-12-2024
TXN00009653,ITEM1133,WH_EU_01,INVALID,395,24-03-2025
TXN00009654,ITEM0866,WH_EU_01,INVALID,-481,05-10-2024
TXN00009655,ITEM0393,WH_IN_01,INVALID,2,27-10-2024
TXN00009656,ITEM0017,WH_EU_01,INVALID,153,27-12-2025
TXN00009657,ITEM0588,WH_EU_01,ISSUE,134,20-09-2025
TXN00009658,ITEM0769,,ISSUE,-206,17-05-2024
TXN00009659,ITEM1105,WH_EU_01,ISSUE,-197,16-12-2025
TXN00009660,ITEM1097,WH_US_01,INVALID,-179,04-02-2024
TXN00009661,ITEM0259,WH_US_01,INVALID,-43,01-08-2025
TXN00009662,ITEM0505,WH_EU_01,ADJUSTMENT,255,28-04-2024
TXN00009663,ITEM0198,WH_IN_01,RECEIPT,-369,06-11-2024
TXN00009664,ITEM0669,,ISSUE,-91,13-08-2025
TXN00009665,ITEM0089,WH_IN_01,ADJUSTMENT,137,25-02-2025
TXN00009666,ITEM0440,WH_EU_01,ADJUSTMENT,-462,04-04-2025
TXN00009667,ITEM0976,WH_IN_01,INVALID,102,17-04-2024
TXN00009668,ITEM0521,,ADJUSTMENT,125,29-03-2024
TXN00009669,ITEM0700,WH_IN_01,ISSUE,-437,11-12-2025
TXN00009670,ITEM0099,WH_EU_01,RECEIPT,-54,29-12-2025
TXN00009671,ITEM1126,WH_IN_01,INVALID,388,16-04-2024
TXN00009672,ITEM0238,,ISSUE,-143,06-06-2025
TXN00009673,ITEM0505,WH_IN_01,ISSUE,8,20-10-2025
TXN00009674,ITEM1005,,INVALID,-170,19-04-2024
TXN00009675,ITEM0959,,ISSUE,-105,02-01-2025
TXN00009676,ITEM0014,WH_US_01,INVALID,344,15-10-2025
TXN00009677,ITEM0280,WH_US_01,ISSUE,101,11-12-2025
TXN00009678,ITEM0844,WH_US_01,ISSUE,419,06-05-2024
TXN00009679,ITEM0685,,INVALID,-214,15-08-2024
TXN00009680,ITEM0018,WH_US_01,INVALID,-259,09-10-2025
TXN00009681,ITEM0462,WH_EU_01,ADJUSTMENT,-37,10-04-2025
TXN00009682,ITEM1123,WH_EU_01,RECEIPT,381,19-01-2025
TXN00009683,ITEM0471,WH_EU_01,ADJUSTMENT,260,31-01-2025
TXN00009684,ITEM1171,WH_US_01,ISSUE,-60,20-08-2024
TXN00009685,ITEM0178,WH_US_01,ISSUE,-121,10-09-2024
TXN00009686,ITEM0561,WH_EU_01,INVALID,307,08-09-2025
TXN00009687,ITEM0662,WH_IN_01,ISSUE,-37,21-12-2024
TXN00009688,ITEM0175,WH_EU_01,RECEIPT,206,04-04-2025
TXN00009689,ITEM1076,,RECEIPT,104,27-10-2025
TXN00009690,ITEM0768,,RECEIPT,473,13-02-2024
TXN00009691,ITEM0536,WH_US_01,ADJUSTMENT,-24,25-10-2025
TXN00009692,ITEM1189,WH_EU_01,ADJUSTMENT,-248,22-03-2025
TXN00009693,ITEM0618,WH_IN_01,RECEIPT,500,21-07-2024
TXN00009694,ITEM0266,WH_IN_01,RECEIPT,291,05-01-2026
TXN00009695,ITEM0281,WH_IN_01,RECEIPT,-123,30-06-2024
TXN00009696,ITEM0235,,ADJUSTMENT,434,17-12-2025
TXN00009697,ITEM0240,WH_IN_01,ADJUSTMENT,96,27-08-2025
TXN00009698,ITEM0279,WH_EU_01,INVALID,318,23-11-2025
TXN00009699,ITEM1112,WH_US_01,ISSUE,495,15-09-2024
TXN00009700,ITEM0120,WH_EU_01,ISSUE,-476,13-08-2025
TXN00009701,ITEM0675,WH_US_01,INVALID,12,15-03-2025
TXN00009702,ITEM0588,WH_IN_01,ADJUSTMENT,15,01-02-2025
TXN00009703,ITEM1001,,ADJUSTMENT,-170,03-06-2024
TXN00009704,ITEM0768,WH_EU_01,INVALID,-380,24-06-2024
TXN00009705,ITEM0484,WH_IN_01,INVALID,-387,23-06-2024
TXN00009706,ITEM0456,WH_US_01,RECEIPT,455,10-09-2025
TXN00009707,ITEM0740,WH_EU_01,INVALID,448,19-06-2025
TXN00009708,ITEM0779,WH_IN_01,RECEIPT,-108,10-08-2024
TXN00009709,ITEM0689,,RECEIPT,-286,20-03-2025
TXN00009710,ITEM0381,,RECEIPT,434,11-09-2025
TXN00009711,ITEM1160,WH_US_01,INVALID,-45,25-04-2024
TXN00009712,ITEM0477,,INVALID,95,26-08-2025
TXN00009713,ITEM0454,WH_IN_01,INVALID,112,05-11-2025
TXN00009714,ITEM0266,WH_US_01,INVALID,-354,30-04-2025
TXN00009715,ITEM0351,WH_IN_01,RECEIPT,395,30-10-2025
TXN00009716,ITEM0328,WH_EU_01,ADJUSTMENT,-191,18-06-2024
TXN00009717,ITEM0087,WH_EU_01,ISSUE,420,14-10-2024
