po_id,supplier_id,po_date,currency,po_status,total_po_amount
PO000933,S00450,29-06-2025,USD,APPROVED,213016.33
PO000934,S00308,28-08-2025,GBP,CLOSED,354445.69
PO000935,S00211,11-09-2025,GBP,CANCELLED,270284.99
PO000936,S00346,18-02-2025,INR,CANCELLED,65229.78
PO000937,S00290,28-05-2025,GBP,CLOSED,419181.16
PO000938,S00080,22-06-2024,EUR,APPROVED,62810.11
PO000939,S00037,05-05-2024,USD,APPROVED,359276.31
PO000940,S00255,21-06-2024,GBP,APPROVED,37755.04
PO000941,S00335,05-08-2024,GBP,CANCELLED,446259.15
PO000942,S00363,23-09-2024,,CANCELLED,309740.48
PO000943,S00237,05-04-2025,,CANCELLED,273785.27
PO000944,S00235,10-08-2024,GBP,CLOSED,108999.16
PO000945,S00222,14-04-2025,,CREATED,286858.94
PO000946,S00440,25-03-2024,INR,CLOSED,202473.1
PO000947,S00285,29-04-2024,,CLOSED,11898.25
PO000948,S00020,07-11-2025,,CANCELLED,350965.68
PO000949,S00058,14-03-2024,,CANCELLED,480677.56
PO000950,S00041,16-03-2025,INR,CLOSED,229792.85
PO000951,S00041,01-10-2024,,CREATED,118841.81
PO000952,S00329,24-08-2025,USD,CLOSED,304584.75
PO000953,S00469,22-09-2024,EUR,CREATED,231778.75
PO000954,S00268,01-02-2024,GBP,CLOSED,207613.13
PO000955,S00499,29-04-2024,EUR,CLOSED,79591.62
PO000956,S00362,18-01-2025,,CLOSED,362120.72
PO000957,S00294,22-12-2025,EUR,CREATED,312796.53
PO000958,S00302,12-01-2026,INR,CREATED,326441.54
PO000959,S00153,24-03-2024,,CREATED,139841.91
PO000960,S00043,17-06-2025,INR,CREATED,424979.85
PO000961,S00146,23-06-2024,EUR,APPROVED,305977.87
PO000962,S00144,01-02-2025,EUR,CREATED,369421.73
PO000963,S00315,29-09-2025,INR,APPROVED,327873.6
PO000964,S00193,09-03-2025,INR,CLOSED,390176.49
PO000965,S00123,15-05-2025,GBP,APPROVED,398682.86
PO000966,S00448,08-02-2025,USD,CLOSED,491956.19
PO000967,S00076,21-04-2024,,APPROVED,417995.18
PO000968,S00392,14-08-2025,GBP,CANCELLED,115163.46
PO000969,S00230,20-11-2025,INR,APPROVED,286767.48
PO000970,S00438,08-06-2025,EUR,CREATED,319341.85
PO000971,S00393,15-09-2025,USD,CREATED,79638.2
PO000972,S00208,01-02-2025,GBP,CLOSED,235514.45
PO000973,S00492,19-09-2025,,APPROVED,186799.4
PO000974,S00368,28-02-2025,GBP,CANCELLED,127625.7
PO000975,S00277,03-01-2026,GBP,CREATED,140840.07
PO000976,S00415,16-08-2024,GBP,CANCELLED,337639.17
PO000977,S00500,15-09-2025,,CREATED,44168.98
PO000978,S00278,14-10-2024,EUR,CANCELLED,303295.21
PO000979,S00340,29-11-2025,EUR,CLOSED,131514.69
PO000980,S00417,12-09-2025,USD,CLOSED,325443.36
PO000981,S00204,13-07-2024,GBP,APPROVED,365828.3
PO000982,S00307,27-03-2024,INR,CLOSED,337247.67
PO000983,S00094,07-10-2024,EUR,CREATED,334764.94
PO000984,S00432,06-08-2024,USD,CREATED,202680.63
PO000985,S00274,23-01-2026,USD,CANCELLED,172515.79
PO000986,S00378,22-09-2025,EUR,CLOSED,92505.16
PO000987,S00013,03-07-2025,,CREATED,23725.37
PO000988,S00310,16-03-2025,INR,CREATED,352577.93
PO000989,S00063,13-07-2024,USD,APPROVED,184859.01
PO000990,S00398,20-09-2024,,APPROVED,447480.82
PO000991,S00363,12-11-2025,INR,CLOSED,143757.15
PO000992,S00345,06-03-2025,USD,CANCELLED,460961.17
PO000993,S00145,29-08-2024,GBP,CLOSED,124954.98
PO000994,S00406,19-03-2025,USD,CLOSED,387438.5
PO000995,S00199,04-11-2024,GBP,CLOSED,497959.08
PO000996,S00135,27-06-2025,EUR,APPROVED,217490.29
PO000997,S00257,02-01-2026,INR,CANCELLED,85113.3
PO000998,S00257,27-02-2025,USD,APPROVED,268019.24
PO000999,S00225,24-11-2024,INR,CREATED,455867.66
PO001000,S00373,16-01-2025,EUR,CREATED,12604.75
PO001001,S00037,13-04-2024,,CLOSED,387504.77
PO001002,S00010,12-02-2024,GBP,APPROVED,324696.99
PO001003,S00001,03-09-2024,USD,CANCELLED,129550.42
PO001004,S00365,10-09-2025,EUR,CANCELLED,285193.33
PO001005,S00269,10-04-2025,GBP,CANCELLED,215209.12
PO001006,S00439,24-04-2024,USD,APPROVED,-3329.78
PO001007,S00495,30-07-2024,GBP,CREATED,281458.16
PO001008,S00485,23-12-2024,EUR,CLOSED,339327.05
PO001009,S00209,31-07-2025,USD,CREATED,179504.46
PO001010,S00443,27-11-2025,EUR,CREATED,419796.7
PO001011,S00396,22-11-2025,EUR,APPROVED,84192.24
PO001012,S00021,27-12-2025,GBP,APPROVED,145929.52
PO001013,S00203,04-09-2024,USD,CLOSED,240684.29
PO001014,S00460,12-12-2025,GBP,APPROVED,65671.19
PO001015,S00100,21-11-2024,USD,APPROVED,242062.44
PO001016,S00033,30-07-2025,,CLOSED,247340.5
PO001017,S00434,04-02-2025,GBP,CREATED,13706.55
PO001018,S00029,07-12-2024,EUR,CREATED,199781.47
PO001019,S00110,31-03-2024,,CANCELLED,469745.34
PO001020,S00452,29-09-2025,,APPROVED,369231.01
PO001021,S00122,28-11-2024,USD,CREATED,366407.16
PO001022,S00256,27-10-2024,USD,CANCELLED,453125.33
PO001023,S00322,09-12-2025,USD,APPROVED,349154.89
PO001024,S00068,19-02-2025,USD,APPROVED,314494.03
PO001025,S00470,13-06-2025,EUR,CREATED,225373.22
PO001026,S00089,26-11-2024,,CREATED,407989.09
PO001027,S00055,12-07-2025,USD,CANCELLED,295463.59
PO001028,S00321,21-07-2025,INR,CREATED,401249.03
PO001029,S00223,29-08-2024,EUR,CANCELLED,158738.65
PO001030,S00357,22-10-2024,,APPROVED,157402.89
PO001031,INVALID_SUP,05-08-2025,INR,CREATED,294508.05
PO001032,S00175,12-12-2025,USD,CREATED,133316.15
PO001033,S00394,28-01-2025,GBP,APPROVED,346629.37
PO001034,S00289,19-03-2025,INR,CANCELLED,118040.53
PO001035,S00303,27-05-2025,USD,APPROVED,45483.76
PO001036,S00440,31-08-2025,,CANCELLED,387719.13
PO001037,S00009,28-12-2024,GBP,CREATED,-1793.46
PO001038,S00093,15-12-2025,USD,CLOSED,205192.23
PO001039,S00420,11-10-2024,GBP,APPROVED,99110.91
PO001040,S00334,14-07-2025,EUR,CANCELLED,203075.82
PO001041,S00487,29-12-2025,INR,CREATED,296117.35
PO001042,S00374,07-05-2025,GBP,CREATED,311731.79
PO001043,S00407,10-10-2024,EUR,CLOSED,206486.86
PO001044,S00291,21-09-2024,INR,APPROVED,54341.45
PO001045,S00277,23-09-2024,USD,CLOSED,430679.19
PO001046,S00282,23-03-2025,,APPROVED,229429.08
PO001047,S00327,07-06-2025,INR,CLOSED,21799.85
PO001048,S00058,14-10-2024,INR,CANCELLED,246244.99
PO001049,S00083,15-05-2024,USD,CREATED,320654.72
PO001050,S00149,06-02-2024,INR,CANCELLED,121947.8
PO001051,S00321,15-06-2025,GBP,CREATED,47732.66
PO001052,S00027,30-11-2024,,APPROVED,74813.03
PO001053,S00015,23-10-2025,GBP,CREATED,30784.05
PO001054,S00123,26-07-2024,GBP,CLOSED,206628.47
PO001055,S00389,27-10-2025,EUR,APPROVED,388382.52
PO001056,S00170,10-08-2024,INR,CREATED,114744.77
PO001057,S00216,27-03-2024,INR,CANCELLED,445139.4
PO001058,S00038,26-12-2025,GBP,CANCELLED,22441.37
PO001059,S00228,15-12-2024,INR,APPROVED,463582.99
PO001060,S00237,06-11-2024,INR,CANCELLED,183609.97
PO001061,S00239,31-10-2024,INR,CLOSED,487655.73
PO001062,S00105,25-09-2025,EUR,APPROVED,11207.77
PO001063,S00297,06-11-2024,USD,CLOSED,63933.26
PO001064,S00443,16-08-2025,GBP,CANCELLED,206203.03
PO001065,S00396,30-11-2024,EUR,APPROVED,442636.53
PO001066,S00315,12-12-2024,INR,APPROVED,286951.33
PO001067,S00289,01-08-2024,INR,CREATED,202906.55
PO001068,S00273,12-02-2025,GBP,APPROVED,293748.34
PO001069,S00435,29-02-2024,GBP,CLOSED,2324.45
PO001070,S00224,12-07-2025,INR,APPROVED,160284.45
PO001071,S00302,14-02-2025,INR,APPROVED,456446.13
PO001072,S00466,03-04-2025,USD,CANCELLED,489992.94
PO001073,S00021,11-04-2025,GBP,CREATED,209977.31
PO001074,S00205,05-02-2024,GBP,CREATED,223482.89
PO001075,S00126,14-09-2024,USD,CREATED,345045.72
PO001076,S00212,15-11-2024,INR,APPROVED,175994.87
PO001077,S00125,27-01-2024,USD,CREATED,237290.39
PO001078,S00160,01-06-2025,INR,CANCELLED,428250.67
PO001079,S00389,19-11-2025,,CREATED,488092.49
PO001080,S00243,27-11-2025,INR,CANCELLED,88397.6
PO001081,S00453,21-02-2024,EUR,CANCELLED,350470.54
PO001082,S00001,31-10-2024,USD,CANCELLED,446184.39
PO001083,S00174,19-02-2025,,CREATED,144777.94
PO001084,S00392,24-05-2025,EUR,APPROVED,392784.38
PO001085,S00042,18-07-2025,,CLOSED,366559.2
PO001086,S00029,01-02-2024,,CLOSED,443428.84
PO001087,S00057,15-02-2025,GBP,CLOSED,230003.2
PO001088,S00021,02-09-2024,EUR,CLOSED,83510.04
PO001089,S00292,11-01-2025,USD,APPROVED,64894.93
PO001090,S00175,02-08-2025,INR,CREATED,322764.39
PO001091,S00384,16-09-2025,,APPROVED,375352.62
PO001092,S00396,08-02-2025,INR,CLOSED,173119.39
PO001093,S00139,04-09-2025,,CANCELLED,134958.39
PO001094,S00033,06-08-2024,EUR,CLOSED,223467.38
PO001095,S00262,24-08-2024,,CREATED,232432.74
PO001096,S00278,03-06-2024,,CLOSED,223249.08
PO001097,S00192,30-07-2025,USD,APPROVED,445411.12
PO001098,S00239,07-03-2025,USD,CREATED,192294.66
PO001099,S00093,20-08-2025,EUR,CREATED,50229.28
PO001100,S00145,10-01-2026,USD,APPROVED,245646.01
PO001101,S00454,16-06-2025,INR,CREATED,143050.57
PO001102,S00356,12-05-2024,,APPROVED,234321.98
PO001103,S00220,23-11-2025,GBP,CREATED,142215.98
PO001104,S00033,23-09-2024,USD,APPROVED,416648.5
PO001105,S00272,15-03-2024,EUR,CANCELLED,287245.83
PO001106,S00342,28-01-2025,EUR,CANCELLED,294645.41
PO001107,S00363,10-03-2025,,CANCELLED,226293.58
PO001108,S00296,18-07-2024,INR,CLOSED,81727.25
PO001109,S00136,18-04-2024,INR,CANCELLED,182810.67
PO001110,S00151,06-04-2025,USD,APPROVED,173326.05
PO001111,S00238,13-02-2025,INR,APPROVED,354465.15
PO001112,S00150,31-03-2025,INR,APPROVED,418862.5
PO001113,S00361,15-08-2024,INR,APPROVED,115142.19
PO001114,S00022,29-02-2024,EUR,APPROVED,217648.76
PO001115,S00193,13-01-2025,INR,APPROVED,279056.06
PO001116,S00018,29-11-2025,EUR,CLOSED,69711.83
PO001117,S00234,11-07-2024,,APPROVED,264489.69
PO001118,S00064,26-09-2024,USD,CANCELLED,465189.8
PO001119,S00400,21-10-2025,INR,CANCELLED,463544.7
PO001120,S00081,20-04-2024,USD,CLOSED,321858.2
PO001121,S00155,20-06-2024,GBP,CLOSED,484650.81
PO001122,S00393,17-07-2025,,APPROVED,398785.97
PO001123,S00380,14-05-2025,GBP,CLOSED,343019.23
PO001124,S00381,27-09-2025,GBP,CREATED,65408.76
PO001125,S00288,12-12-2024,USD,CLOSED,7521.78
PO001126,S00322,21-03-2024,INR,CANCELLED,175483.74
PO001127,S00171,01-06-2024,USD,APPROVED,289632.88
PO001128,S00116,26-09-2024,EUR,APPROVED,6387.07
PO001129,S00281,03-03-2024,GBP,CREATED,487798.95
PO001130,S00205,22-01-2025,INR,CANCELLED,155467.7
PO001131,S00315,15-10-2025,,CREATED,453765.71
PO001132,S00188,09-11-2025,GBP,APPROVED,356561.71
PO001133,S00223,04-08-2024,EUR,CANCELLED,183279.73
PO001134,S00149,08-05-2024,EUR,CLOSED,150583.1
PO001135,S00233,27-10-2025,,CREATED,103926.05
PO001136,S00461,13-07-2024,GBP,CANCELLED,400861.18
PO001137,S00151,11-01-2025,INR,CANCELLED,362945.79
PO001138,S00217,07-05-2025,INR,CREATED,67537.84
PO001139,S00159,28-04-2024,GBP,CLOSED,28388.47
PO001140,S00499,02-09-2025,,CANCELLED,39666.38
PO001141,S00213,19-11-2025,EUR,CANCELLED,83320.97
PO001142,S00242,07-06-2025,,APPROVED,95625.07
PO001143,S00433,10-01-2025,GBP,CLOSED,274702.8
PO001144,S00022,06-07-2025,EUR,CLOSED,244520.75
PO001145,S00385,09-04-2024,GBP,APPROVED,8554.21
PO001146,S00002,26-03-2024,INR,CLOSED,146585.55
PO001147,S00334,12-01-2025,GBP,CREATED,325175.55
PO001148,S00464,17-08-2024,EUR,CANCELLED,85583.01
PO001149,S00471,07-01-2026,INR,CREATED,55274.11
PO001150,S00145,14-06-2025,GBP,CREATED,297440.12
PO001151,S00189,28-06-2025,,CANCELLED,280615.17
PO001152,S00451,28-11-2025,EUR,CANCELLED,487000.67
PO001153,S00425,21-09-2024,USD,CLOSED,253825.56
PO001154,S00300,09-08-2024,USD,CLOSED,77237.85
PO001155,S00030,27-09-2024,INR,CLOSED,227827.2
PO001156,S00361,12-01-2025,INR,CLOSED,77470.97
PO001157,S00143,05-05-2024,EUR,CANCELLED,316304.8
PO001158,S00496,21-10-2025,EUR,CREATED,141377.38
PO001159,S00277,04-11-2024,USD,APPROVED,382053.43
PO001160,S00095,09-08-2025,USD,APPROVED,269574.73
PO001161,S00453,15-10-2024,EUR,CLOSED,132086.78
PO001162,S00364,30-08-2025,EUR,CREATED,264882.26
PO001163,S00184,08-12-2025,INR,CREATED,64159.47
PO001164,S00148,12-09-2025,EUR,CANCELLED,203057.22
PO001165,S00478,28-10-2025,INR,CREATED,105027.49
PO001166,S00263,26-12-2025,INR,APPROVED,396528.9
PO001167,S00292,03-02-2024,,CREATED,205759.86
PO001168,S00476,22-12-2024,USD,CREATED,408516.6
PO001169,S00479,21-11-2025,USD,CANCELLED,170846.01
PO001170,S00360,06-04-2025,EUR,APPROVED,407604.55
PO001171,S00462,05-08-2024,,CLOSED,81964.62
PO001172,S00159,23-12-2025,USD,CREATED,107290.71
PO001173,S00445,28-06-2025,INR,APPROVED,150251.3
PO001174,S00109,06-07-2025,INR,CREATED,209526.56
PO001175,S00397,03-05-2024,USD,CREATED,4497.24
PO001176,S00253,23-02-2025,GBP,CREATED,94157.25
PO001177,S00017,22-04-2025,,CREATED,231886.58
PO001178,S00472,15-11-2025,EUR,CREATED,28454.92
PO001179,S00348,26-04-2025,USD,CREATED,390097.26
PO001180,S00478,20-10-2025,,APPROVED,291739.54
PO001181,S00104,12-08-2025,INR,CLOSED,9775.85
PO001182,S00076,23-02-2024,EUR,CLOSED,172862.65
PO001183,S00444,20-09-2025,,APPROVED,249979.16
PO001184,S00035,22-02-2024,USD,CREATED,262063.56
PO001185,S00373,31-05-2025,INR,CLOSED,81745.6
PO001186,S00393,21-06-2024,,CREATED,486657.85
PO001187,S00051,16-02-2024,INR,CANCELLED,180063.83
PO001188,S00307,11-12-2025,INR,CANCELLED,335130.48
PO001189,S00055,19-03-2024,INR,CLOSED,490557.07
PO001190,S00222,30-04-2024,INR,APPROVED,200826.87
PO001191,S00396,29-11-2024,EUR,CREATED,230280.36
PO001192,S00272,28-08-2024,INR,CANCELLED,379948.21
PO001193,S00367,07-08-2024,EUR,CREATED,36535.21
PO001194,S00258,05-12-2024,USD,CANCELLED,138223.78
PO001195,S00313,26-11-2025,EUR,CANCELLED,109066.08
PO001196,S00212,03-11-2024,EUR,CANCELLED,90336.42
PO001197,S00036,31-12-2025,GBP,CLOSED,85545.13
PO001198,S00352,06-03-2025,GBP,CREATED,195166.73
PO001199,S00273,02-02-2024,USD,CREATED,67400.62
PO001200,S00209,17-10-2024,,CREATED,369423.24
PO001201,S00463,04-05-2025,INR,CREATED,178673.55
PO001202,S00103,18-02-2024,EUR,APPROVED,295455.22
PO001203,S00210,21-11-2024,USD,APPROVED,418245.11
PO001204,S00378,26-07-2024,GBP,CLOSED,381232.59
PO001205,S00399,26-10-2025,,CLOSED,376932.99
PO001206,S00417,21-03-2024,GBP,CLOSED,235292.27
PO001207,S00314,01-11-2024,GBP,CANCELLED,253264.33
PO001208,S00077,09-08-2025,GBP,CREATED,56705.98
PO001209,S00256,21-05-2024,GBP,APPROVED,312327.37
PO001210,S00070,27-12-2024,USD,CREATED,367588.17
PO001211,S00432,18-09-2024,USD,CANCELLED,337444.26
PO001212,S00093,10-10-2024,GBP,CLOSED,72132.01
PO001213,S00324,16-07-2025,,CREATED,378886.58
PO001214,S00345,11-04-2025,,CANCELLED,395329.36
PO001215,S00105,10-12-2024,EUR,CANCELLED,242576.43
PO001216,S00136,24-08-2024,,CLOSED,403788.21
PO001217,S00282,25-11-2025,,CREATED,476053.15
PO001218,S00017,07-12-2025,GBP,CREATED,188733.09
PO001219,S00165,17-02-2024,GBP,CANCELLED,227126.4
PO001220,S00017,18-10-2024,INR,CLOSED,441773.62
PO001221,S00086,07-02-2024,GBP,CANCELLED,62916.56
PO001222,S00373,18-12-2025,GBP,CANCELLED,380825.62
PO001223,S00297,31-03-2024,GBP,CANCELLED,235335.08
PO001224,S00444,14-10-2024,INR,CREATED,192649.33
PO001225,S00259,11-03-2024,,CANCELLED,306554.54
PO001226,S00184,08-01-2025,EUR,CLOSED,26019.11
PO001227,S00308,31-12-2025,USD,APPROVED,417651.75
PO001228,S00182,19-02-2025,,CREATED,381422.98
PO001229,S00327,16-03-2024,EUR,CANCELLED,44161.77
PO001230,S00180,16-12-2024,EUR,CANCELLED,172390.98
PO001231,S00345,29-03-2025,INR,APPROVED,113484.15
PO001232,S00163,23-11-2024,,CREATED,454746.45
PO001233,S00034,11-07-2025,EUR,CREATED,165485.1
PO001234,S00011,08-08-2024,,CLOSED,13875.7
PO001235,S00343,31-01-2025,GBP,CANCELLED,129642.54
PO001236,S00363,03-01-2026,GBP,CREATED,492811.21
PO001237,S00197,19-12-2024,,CANCELLED,157822.79
PO001238,S00051,16-12-2024,GBP,CREATED,343886.3
PO001239,S00107,27-03-2025,EUR,CANCELLED,248898.1
PO001240,S00398,04-02-2025,EUR,APPROVED,305488.08
PO001241,S00190,25-12-2024,GBP,APPROVED,245960.61
PO001242,S00440,26-12-2024,USD,APPROVED,140114.56
PO001243,S00025,12-02-2025,EUR,CANCELLED,401324.52
PO001244,S00326,04-02-2025,USD,CREATED,293891.65
PO001245,S00143,28-11-2024,USD,CANCELLED,210688.47
PO001246,S00181,18-02-2025,USD,CLOSED,249842.97
PO001247,S00157,24-10-2025,GBP,CLOSED,96038.88
PO001248,S00209,04-11-2024,EUR,CANCELLED,334137.93
PO001249,S00286,14-09-2024,INR,CREATED,312061.19
PO001250,S00270,05-12-2025,INR,CANCELLED,102541.17
PO001251,S00500,16-11-2025,GBP,CLOSED,468267.28
PO001252,S00278,22-03-2024,,CANCELLED,466991.15
PO001253,S00379,06-03-2025,USD,APPROVED,178958.71
PO001254,S00077,19-03-2025,INR,APPROVED,371948.93
PO001255,S00398,17-06-2025,EUR,CANCELLED,202181.43
PO001256,S00447,25-01-2025,USD,APPROVED,422213.33
PO001257,S00139,27-10-2024,EUR,APPROVED,124505.55
PO001258,S00313,09-08-2024,INR,CANCELLED,115434.13
PO001259,S00078,12-08-2025,INR,CREATED,119021.24
PO001260,S00430,07-06-2025,EUR,CANCELLED,240118.09
PO001261,S00228,23-10-2025,GBP,CREATED,97005.21
PO001262,S00143,22-02-2024,INR,CREATED,125490.41
PO001263,S00418,30-12-2024,EUR,APPROVED,320368.38
PO001264,S00022,16-06-2024,GBP,CREATED,22940.27
PO001265,S00466,10-03-2025,USD,CLOSED,298807.87
PO001266,S00450,04-03-2025,USD,CANCELLED,447870.49
PO001267,S00350,12-11-2024,USD,CANCELLED,471296.88
PO001268,S00377,19-08-2024,INR,APPROVED,51525.84
PO001269,S00383,17-11-2025,,CREATED,258588.57
PO001270,S00431,10-10-2025,,CLOSED,245707.81
PO001271,S00047,03-06-2025,INR,CREATED,385461.4
PO001272,S00164,12-11-2025,EUR,CANCELLED,401950.01
PO001273,S00387,23-04-2025,INR,CANCELLED,105094.23
PO001274,S00055,19-04-2025,INR,APPROVED,484811.36
PO001275,S00230,22-09-2025,GBP,CLOSED,430764.47
PO001276,S00029,18-11-2025,GBP,CLOSED,348306.95
PO001277,S00058,27-09-2025,EUR,CANCELLED,234801.33
PO001278,S00129,12-11-2024,EUR,APPROVED,178314
PO001279,S00373,01-08-2024,EUR,CLOSED,5642.48
PO001280,S00470,08-12-2024,,CREATED,419943.85
PO001281,S00346,01-05-2025,USD,APPROVED,122756.36
PO001282,S00200,12-01-2025,EUR,CLOSED,451094.33
PO001283,S00357,06-12-2025,USD,APPROVED,428111.81
PO001284,S00202,04-03-2025,USD,CANCELLED,463391.24
PO001285,S00476,06-06-2025,EUR,CLOSED,40576.42
PO001286,S00428,29-01-2024,INR,CLOSED,101245.18
PO001287,S00462,27-07-2024,INR,CANCELLED,313833.11
PO001288,S00457,06-07-2024,GBP,CREATED,133388.45
PO001289,S00042,28-10-2024,GBP,CANCELLED,367155.69
PO001290,S00481,16-12-2024,EUR,CANCELLED,437764.42
PO001291,S00426,04-04-2024,USD,APPROVED,347733.5
PO001292,S00265,05-12-2025,USD,CLOSED,207539.62
PO001293,S00380,29-06-2025,,CLOSED,223897.19
PO001294,S00015,30-10-2025,USD,APPROVED,313228.95
PO001295,S00412,23-12-2025,INR,CREATED,197334.23
PO001296,S00328,01-02-2024,EUR,CLOSED,285783.72
PO001297,S00057,27-03-2024,INR,APPROVED,255764.77
PO001298,S00400,21-10-2025,INR,CANCELLED,395284.36
PO001299,S00167,18-02-2024,GBP,CANCELLED,436120.45
PO001300,S00070,19-08-2025,EUR,APPROVED,342170.77
PO001301,S00430,02-08-2024,EUR,CLOSED,95325.18
PO001302,S00217,04-05-2025,EUR,APPROVED,193714.56
PO001303,S00197,09-02-2024,,APPROVED,5470.99
PO001304,S00012,26-04-2024,,APPROVED,452956.61
PO001305,S00242,14-10-2025,INR,CLOSED,349136.88
PO001306,S00088,05-04-2024,USD,CANCELLED,307092.05
PO001307,S00313,28-01-2024,EUR,APPROVED,39975.94
PO001308,S00192,29-06-2025,INR,CREATED,2128.03
PO001309,S00275,28-05-2025,GBP,CANCELLED,412765.01
PO001310,S00259,22-09-2025,USD,APPROVED,355349.67
PO001311,S00099,10-05-2025,EUR,CLOSED,371953.73
PO001312,S00199,12-07-2024,INR,CANCELLED,427450.55
PO001313,S00313,13-06-2025,INR,CLOSED,361987.57
PO001314,S00098,08-12-2024,GBP,APPROVED,201304.67
PO001315,S00076,21-01-2026,USD,CLOSED,487944.72
PO001316,S00123,22-05-2025,,CANCELLED,453200.76
PO001317,S00193,14-03-2025,,CANCELLED,38298.03
PO001318,S00246,04-10-2024,INR,CLOSED,487071.58
PO001319,S00207,20-01-2026,INR,CANCELLED,352768.85
PO001320,S00383,11-07-2024,,CLOSED,31893.09
PO001321,S00291,09-08-2024,USD,CREATED,163095.58
PO001322,S00123,26-03-2024,GBP,CLOSED,498353.42
PO001323,S00487,31-12-2024,,CREATED,-2292.7
PO001324,S00264,23-10-2025,,CANCELLED,147766.21
PO001325,S00206,04-05-2025,EUR,APPROVED,483869.19
PO001326,S00292,08-12-2024,USD,APPROVED,126447.28
PO001327,S00263,01-06-2025,GBP,CLOSED,438337.86
PO001328,S00069,05-12-2024,USD,CLOSED,353679.07
PO001329,S00226,27-10-2025,INR,CLOSED,54005.24
PO001330,S00023,06-10-2025,INR,CANCELLED,435198.18
PO001331,S00434,04-01-2026,EUR,CLOSED,462749.71
PO001332,S00148,28-08-2024,EUR,CLOSED,256071.21
PO001333,S00228,27-03-2024,INR,CLOSED,367118.97
PO001334,S00257,22-09-2025,INR,CANCELLED,21877.21
PO001335,S00078,18-02-2025,USD,APPROVED,87486.37
PO001336,S00246,07-08-2024,EUR,APPROVED,351511.25
PO001337,S00228,26-03-2024,USD,CANCELLED,15599.81
PO001338,S00186,04-05-2025,,CANCELLED,226168.65
PO001339,S00058,18-05-2025,INR,CREATED,171550.17
PO001340,S00106,08-01-2026,EUR,APPROVED,416651.6
PO001341,S00390,21-02-2024,,CLOSED,279439.93
PO001342,S00346,28-04-2025,,APPROVED,289691.43
PO001343,S00003,31-12-2024,,APPROVED,205291.59
PO001344,S00040,02-07-2024,INR,CANCELLED,336838.8
PO001345,S00461,03-04-2024,EUR,CREATED,138562.03
PO001346,S00355,25-08-2025,USD,CANCELLED,183646.95
PO001347,S00482,18-11-2024,USD,CLOSED,72656.61
PO001348,S00042,06-03-2025,GBP,CANCELLED,224298.04
PO001349,S00496,08-06-2025,EUR,CREATED,161360.6
PO001350,S00023,30-08-2024,,CANCELLED,159082.31
PO001351,S00381,10-08-2025,,APPROVED,101740.26
PO001352,S00025,12-12-2025,EUR,CLOSED,398064.22
PO001353,S00387,28-05-2024,USD,CANCELLED,41738.26
PO001354,S00133,19-07-2025,INR,APPROVED,482349.9
PO001355,S00450,06-06-2025,GBP,CREATED,5358.58
PO001356,S00108,14-10-2025,INR,CANCELLED,388643.74
PO001357,S00149,14-03-2025,INR,CREATED,145766.06
PO001358,S00417,05-04-2024,GBP,CLOSED,451385.81
PO001359,S00314,15-12-2024,INR,CLOSED,331087.75
PO001360,S00433,18-08-2024,EUR,APPROVED,242259.63
PO001361,S00460,05-07-2024,GBP,CANCELLED,130582.1
PO001362,S00313,23-06-2025,GBP,CREATED,377027.77
PO001363,S00422,05-10-2025,EUR,APPROVED,214223.49
PO001364,S00223,08-03-2024,USD,CREATED,254237.44
PO001365,S00243,12-11-2025,INR,APPROVED,464987.14
PO001366,S00275,10-05-2025,,CREATED,141805.03
PO001367,S00228,08-03-2024,USD,CANCELLED,146698.59
PO001368,S00067,03-07-2024,EUR,APPROVED,259161.49
PO001369,S00155,10-04-2025,,CREATED,273252.14
PO001370,S00476,21-10-2024,USD,CREATED,252879.05
PO001371,S00216,04-12-2025,USD,CANCELLED,328731.9
PO001372,S00297,18-08-2025,EUR,CLOSED,123704.4
PO001373,S00042,24-02-2025,,CREATED,52537.42
PO001374,S00345,09-02-2024,GBP,APPROVED,392019.43
PO001375,S00438,25-04-2025,GBP,CREATED,37061.74
PO001376,S00455,30-06-2024,EUR,CLOSED,291540.24
PO001377,S00237,01-12-2024,GBP,CLOSED,167373.86
PO001378,S00477,23-02-2024,INR,APPROVED,88469.13
PO001379,S00389,14-08-2024,,CLOSED,435165.98
PO001380,S00055,29-01-2025,GBP,CREATED,-2047.23
PO001381,S00060,22-03-2025,USD,APPROVED,326179.49
PO001382,S00241,14-10-2025,GBP,CANCELLED,147913.99
PO001383,S00423,20-08-2025,,CLOSED,343784.46
PO001384,INVALID_SUP,24-11-2025,GBP,CLOSED,39255.74
PO001385,S00071,25-05-2025,USD,APPROVED,51515.81
PO001386,S00009,10-11-2025,INR,CREATED,100660.89
PO001387,S00339,10-08-2025,INR,APPROVED,215073.18
PO001388,S00327,17-03-2025,,APPROVED,38477.24
PO001389,S00401,04-12-2025,GBP,APPROVED,234364.49
PO001390,S00012,02-07-2025,USD,APPROVED,450719.74
PO001391,S00385,10-04-2024,GBP,CANCELLED,233102.05
PO001392,S00447,05-12-2024,GBP,APPROVED,96675.9
PO001393,S00297,07-04-2024,GBP,CREATED,163594.28
PO001394,S00053,17-08-2025,GBP,CANCELLED,423551.21
PO001395,S00384,27-11-2024,,CLOSED,13693.69
PO001396,S00208,05-09-2024,GBP,CANCELLED,112112.42
