invoice_id,supplier_id,po_id,invoice_date,invoice_amount,invoice_status
INV001997,S00392,PO000520,13-04-2025,288872.99,PAID
INV001998,S00318,PO001072,11-10-2025,143439.54,VALIDATED
INV001999,S00250,PO002845,03-12-2025,175501.46,VALIDATED
INV002000,S00198,PO001445,23-10-2024,205712.47,PAID
INV002001,S00321,PO000740,10-07-2025,157384.11,
INV002002,S00481,PO000207,16-04-2024,99298.47,VALIDATED
INV002003,S00063,PO000120,08-02-2025,304636.8,
INV002004,S00185,PO002654,26-03-2025,167640.97,
INV002005,S00380,PO000098,17-04-2024,490654.03,RECEIVED
INV002006,S00132,PO000966,17-10-2024,395637.45,
INV002007,S00370,PO000721,05-09-2024,284245.67,REJECTED
INV002008,S00332,PO001092,22-09-2025,542119.59,RECEIVED
INV002009,S00306,PO002348,08-09-2024,155525.7,PAID
INV002010,S00260,PO000374,01-08-2024,320489.12,RECEIVED
INV002011,S00376,PO000827,28-02-2024,496066.01,VALIDATED
INV002012,S00155,PO000157,26-11-2024,243862.87,RECEIVED
INV002013,S00376,PO001168,29-08-2024,581751.59,RECEIVED
INV002014,S00121,PO000888,18-05-2025,210658.14,REJECTED
INV002015,S00098,PO002965,05-05-2025,148347.98,RECEIVED
INV002016,S00088,PO001318,11-11-2025,193245.52,REJECTED
INV002017,S00099,PO001192,21-10-2025,378216.05,RECEIVED
INV002018,S00468,PO001087,07-07-2024,68746.57,PAID
INV002019,S00243,PO001862,24-02-2025,398492.31,
INV002020,S00029,PO001844,17-05-2025,549144.68,
INV002021,S00071,PO000590,28-07-2025,450913.18,VALIDATED
INV002022,S00322,PO001757,19-07-2025,248448.55,VALIDATED
INV002023,S00278,PO002598,15-10-2025,219402.49,RECEIVED
INV002024,S00334,PO001061,21-09-2024,63801.57,RECEIVED
INV002025,S00268,PO000740,05-05-2024,460511.98,REJECTED
INV002026,S00146,PO001299,15-02-2025,394613.79,PAID
INV002027,S00195,PO001686,14-03-2024,209384.33,
INV002028,S00340,PO002475,15-07-2025,90096.6,PAID
INV002029,S00010,PO001999,22-09-2024,257657.82,VALIDATED
INV002030,S00119,PO001946,14-03-2025,499026.39,VALIDATED
INV002031,S00217,PO001182,25-01-2024,508107.64,VALIDATED
INV002032,S00195,PO000945,18-10-2025,297272.37,VALIDATED
INV002033,S00051,PO001197,04-01-2025,236483.53,RECEIVED
INV002034,S00261,PO000246,10-03-2025,389317.71,RECEIVED
INV002035,S00317,PO001347,24-07-2025,318268.16,RECEIVED
INV002036,S00134,PO000704,11-07-2025,462889.02,
INV002037,S00479,PO001608,09-10-2024,130172.9,VALIDATED
INV002038,S00034,PO000204,14-12-2025,106271.13,PAID
INV002039,S00359,PO001310,26-03-2025,565529.66,REJECTED
INV002040,S00148,PO001955,02-04-2024,158520.85,PAID
INV002041,S00314,PO000820,28-01-2024,237485.6,REJECTED
INV002042,S00119,PO001335,14-11-2025,567378.33,RECEIVED
INV002043,S00208,PO000066,15-11-2024,312180.54,PAID
INV002044,S00024,PO000684,15-08-2025,546974.26,
INV002045,S00309,PO001869,22-05-2025,482835.72,RECEIVED
INV002046,S00322,PO000868,18-12-2025,458834.7,
INV002047,S00106,PO001092,10-12-2025,545869.48,
INV002048,S00360,PO002819,23-05-2024,234688.86,REJECTED
INV002049,S00419,PO002456,07-03-2025,562204.19,PAID
INV002050,S00115,PO002544,24-08-2025,426434.14,PAID
INV002051,S00451,PO001596,12-07-2025,98296.03,RECEIVED
INV002052,S00386,PO001330,04-05-2024,174633.69,REJECTED
INV002053,S00070,PO001695,05-09-2025,272736.26,RECEIVED
INV002054,S00495,PO002153,09-10-2025,323150.88,VALIDATED
INV002055,S00483,PO001678,21-01-2025,440767.99,RECEIVED
INV002056,S00046,PO000855,11-10-2025,258678.83,
INV002057,S00048,PO001690,19-10-2024,232456.31,VALIDATED
INV002058,S00097,PO000584,13-03-2024,72205.07,REJECTED
INV002059,S00339,PO001835,28-08-2024,592795.72,
INV002060,S00145,PO000275,22-06-2024,179084.66,REJECTED
INV002061,S00251,PO000731,29-04-2025,14472.39,PAID
INV002062,S00178,PO000924,17-04-2024,535114.27,REJECTED
INV002063,S00381,PO001587,10-03-2025,353275.64,REJECTED
INV002064,S00312,PO000415,16-01-2025,417588.55,VALIDATED
INV002065,S00241,PO001634,02-01-2025,90221.2,PAID
INV002066,S00128,PO002358,11-04-2024,245635.61,RECEIVED
INV002067,S00392,PO001643,14-05-2025,132470.67,RECEIVED
INV002068,S00244,PO002415,21-01-2025,318386.11,VALIDATED
INV002069,S00108,PO002903,16-10-2024,129685.97,
INV002070,S00303,PO000313,09-05-2025,284333.29,REJECTED
INV002071,S00393,PO000838,02-12-2024,398591.8,PAID
INV002072,S00449,PO001716,22-02-2024,132600.82,VALIDATED
INV002073,S00039,PO000445,30-12-2024,302167.04,REJECTED
INV002074,S00289,PO000424,20-01-2026,445082.17,VALIDATED
INV002075,S00200,PO002633,09-09-2024,580532.18,
INV002076,S00275,PO001956,12-05-2024,262671.08,PAID
INV002077,S00385,PO002754,20-12-2024,70288.11,RECEIVED
INV002078,S00184,PO002809,24-06-2025,478031.1,
INV002079,S00242,PO000870,25-03-2025,179330.69,REJECTED
INV002080,S00273,PO001406,11-07-2025,483345.11,RECEIVED
INV002081,S00019,PO002541,11-10-2025,176496.19,
INV002082,S00353,PO001070,15-12-2025,273976.06,
INV002083,S00085,PO002398,13-07-2025,140453.53,REJECTED
INV002084,S00404,PO002667,24-11-2024,59505.29,REJECTED
INV002085,S00449,PO000632,22-12-2024,544632.04,
INV002086,S00490,PO000167,11-10-2025,326774.89,
INV002087,S00461,PO000544,12-08-2025,341705.01,
INV002088,S00458,PO001570,04-07-2025,139394.78,REJECTED
INV002089,S00381,PO002007,22-12-2024,271760.84,REJECTED
INV002090,S00121,PO002554,25-05-2024,225098.78,VALIDATED
INV002091,S00449,PO001525,17-05-2024,76851.36,VALIDATED
INV002092,S00210,PO000047,11-07-2025,11080.93,REJECTED
INV002093,S00188,PO001507,20-02-2025,6706.51,RECEIVED
INV002094,S00340,PO002290,20-12-2024,165420.7,VALIDATED
INV002095,S00495,PO002091,08-10-2024,138860.98,
INV002096,S00299,PO000209,19-02-2024,58634.64,REJECTED
INV002097,S00166,PO000612,01-04-2024,476300.83,VALIDATED
INV002098,S00003,PO002631,05-04-2024,281483.82,RECEIVED
INV002099,S00260,PO001980,05-02-2025,511501.75,
INV002100,S00343,PO002059,11-02-2024,435797.42,
INV002101,S00355,PO001647,31-01-2025,74173.75,
INV002102,S00091,PO001531,20-06-2024,248549.31,RECEIVED
INV002103,S00217,PO001747,05-06-2025,156582.98,VALIDATED
INV002104,S00288,PO002625,10-08-2025,2199.22,
INV002105,S00014,PO000593,01-01-2026,102521.86,VALIDATED
INV002106,S00354,PO001233,12-07-2024,176509.83,REJECTED
INV002107,S00226,PO000342,03-07-2025,583456.55,REJECTED
INV002108,S00170,PO000379,26-12-2025,283784.19,PAID
INV002109,S00293,PO001774,18-02-2024,238795.85,VALIDATED
INV002110,S00441,PO001653,08-06-2025,212919.09,REJECTED
INV002111,S00423,PO000215,05-01-2025,179224.16,VALIDATED
INV002112,S00284,PO002171,05-02-2024,120662.9,
INV002113,S00091,PO000810,23-11-2025,591362.68,
INV002114,S00138,PO000104,26-09-2025,373577.05,RECEIVED
INV002115,S00097,PO001620,24-11-2024,534059.89,RECEIVED
INV002116,S00238,PO001660,26-03-2025,459728.57,
INV002117,S00291,PO001497,26-01-2025,268671.55,PAID
INV002118,S00087,PO001820,07-11-2024,125811.24,PAID
INV002119,S00296,PO002265,23-01-2026,573023.43,RECEIVED
INV002120,S00354,PO002794,18-03-2024,408129.85,REJECTED
INV002121,S00014,PO002960,11-02-2024,487503.43,PAID
INV002122,S00157,PO001919,04-07-2024,92610.46,
INV002123,S00070,PO001775,03-03-2025,160727.1,REJECTED
INV002124,S00359,PO001341,04-09-2024,483887.58,
INV002125,S00493,PO001692,25-12-2024,275587.05,
INV002126,S00428,PO001029,18-04-2024,541298.93,RECEIVED
INV002127,S00262,PO002475,14-05-2025,504561.81,RECEIVED
INV002128,S00366,PO001759,04-05-2025,245873.4,RECEIVED
INV002129,S00256,PO000952,26-06-2025,527819.04,RECEIVED
INV002130,S00378,PO000189,16-07-2025,17241.3,RECEIVED
INV002131,S00476,PO001835,19-12-2025,341445.29,REJECTED
INV002132,S00209,PO001570,04-06-2024,564865.2,RECEIVED
INV002133,S00027,PO000733,30-09-2024,96091.49,RECEIVED
INV002134,S00338,PO001024,28-12-2024,413358.98,REJECTED
INV002135,S00161,PO000536,19-10-2024,130306.59,VALIDATED
INV002136,S00071,PO001017,27-08-2024,206195.21,VALIDATED
INV002137,S00074,PO000122,23-03-2024,361452.97,RECEIVED
INV002138,S00086,PO001065,26-06-2025,583073.31,REJECTED
INV002139,S00097,PO002595,03-02-2025,375425.14,VALIDATED
INV002140,S00386,PO000095,03-03-2025,101612.84,PAID
INV002141,S00423,PO002649,01-12-2025,492236.25,
INV002142,S00132,PO000434,03-12-2024,47832.53,VALIDATED
INV002143,S00297,PO001650,28-02-2024,199979.6,PAID
INV002144,S00083,PO001349,13-01-2025,416724.36,RECEIVED
INV002145,S00232,PO001596,30-06-2024,191699.08,
INV002146,S00292,PO000903,26-06-2025,253088.8,
INV002147,S00488,PO001326,16-07-2025,15670.32,
INV002148,S00342,PO000724,01-07-2024,244566.35,
INV002149,S00481,PO002523,22-07-2024,485350.36,PAID
INV002150,S00353,PO002012,09-11-2025,91565.2,VALIDATED
INV002151,S00371,PO000407,08-07-2025,172053.74,VALIDATED
INV002152,S00444,PO000042,07-11-2024,243202.87,PAID
INV002153,S00124,PO000727,20-07-2025,306119.62,PAID
INV002154,S00488,PO002165,30-08-2024,346502.52,PAID
INV002155,S00236,PO000161,07-04-2024,359828.26,
INV002156,S00423,PO000088,24-01-2024,248725.16,
INV002157,S00380,PO002242,10-02-2025,68194.25,
INV002158,S00067,PO000914,04-04-2025,472899.85,REJECTED
INV002159,S00037,PO000246,07-11-2025,154712.19,
INV002160,S00031,PO002028,02-07-2024,57699.59,RECEIVED
INV002161,S00117,PO002702,31-12-2025,253328.32,REJECTED
INV002162,S00282,PO002517,27-02-2024,32378.82,REJECTED
INV002163,S00370,PO002182,30-10-2025,539630.32,REJECTED
INV002164,S00269,PO001287,20-04-2025,323350.81,RECEIVED
INV002165,S00098,PO002453,03-12-2024,60299.81,REJECTED
INV002166,S00414,PO001983,17-08-2025,370734.85,RECEIVED
INV002167,S00176,PO000783,03-03-2025,576981.02,
INV002168,S00387,PO002047,14-09-2024,199728.24,
INV002169,S00362,PO002554,01-10-2024,204522.9,PAID
INV002170,S00499,PO000740,13-12-2024,593925.68,
INV002171,S00236,PO002628,29-02-2024,571180.17,VALIDATED
INV002172,S00297,PO001895,07-02-2024,439175.55,REJECTED
INV002173,S00105,PO000951,15-09-2024,565811.52,RECEIVED
INV002174,S00450,PO000126,18-09-2024,151672.08,RECEIVED
INV002175,S00134,PO002735,13-01-2026,572417.67,VALIDATED
INV002176,S00086,PO002675,23-07-2024,544626.01,REJECTED
INV002177,S00380,PO002810,07-09-2025,387017.61,
INV002178,S00461,PO001280,31-12-2024,381402.59,RECEIVED
INV002179,S00408,PO000033,16-11-2024,493469,VALIDATED
INV002180,S00489,PO000841,13-07-2025,488435.95,RECEIVED
INV002181,S00018,PO002853,12-05-2024,522515.69,
INV002182,S00202,PO001493,11-11-2025,327836.15,VALIDATED
INV002183,S00363,PO002844,02-11-2025,113984.4,VALIDATED
INV002184,S00135,PO002302,19-09-2024,291506.1,RECEIVED
INV002185,S00321,PO000939,09-07-2025,179020.78,VALIDATED
INV002186,S00466,PO000382,22-08-2024,38162.18,PAID
INV002187,S00229,PO002641,29-07-2024,169597.22,REJECTED
INV002188,S00165,PO001993,12-01-2026,131674.04,PAID
INV002189,S00044,PO002902,30-04-2024,376842.12,RECEIVED
INV002190,S00174,PO001720,26-10-2025,41988.76,VALIDATED
INV002191,S00449,PO000354,08-02-2024,106515.63,VALIDATED
INV002192,S00078,PO000475,03-09-2025,437572.72,REJECTED
INV002193,S00299,PO000631,03-10-2024,151613.03,REJECTED
INV002194,S00421,PO002850,24-02-2025,420166.17,RECEIVED
INV002195,S00242,PO001122,31-01-2024,29105.89,PAID
INV002196,S00332,PO002917,14-12-2025,122578.9,RECEIVED
INV002197,S00021,PO001361,07-09-2024,545922.71,
INV002198,S00142,PO000508,25-09-2024,513505.5,VALIDATED
INV002199,S00256,PO000862,24-09-2025,162613.33,REJECTED
INV002200,S00295,PO002009,07-10-2025,486006.36,PAID
INV002201,S00060,PO000931,05-08-2024,593488.08,VALIDATED
INV002202,S00200,PO000795,11-04-2024,431042.21,RECEIVED
INV002203,S00474,PO002737,24-02-2025,560823.76,PAID
INV002204,S00482,PO000225,22-03-2025,546513.88,
INV002205,S00491,PO002625,21-02-2025,452205.82,VALIDATED
INV002206,S00069,PO002513,16-09-2025,302631.42,RECEIVED
INV002207,S00308,PO000622,06-03-2025,86752.47,VALIDATED
INV002208,S00107,PO001904,06-09-2024,18319.38,PAID
INV002209,S00410,PO002868,07-10-2024,24911.86,
INV002210,S00213,PO000066,20-03-2024,297740.07,
INV002211,S00156,PO000795,11-08-2025,20927.31,VALIDATED
INV002212,S00263,PO001874,11-06-2024,112638.8,PAID
INV002213,S00175,PO000506,19-03-2025,82932.94,PAID
INV002214,S00430,PO000479,10-03-2025,368872.12,VALIDATED
INV002215,S00280,PO002997,22-11-2025,201541.33,
INV002216,S00200,PO002045,21-01-2025,374668.91,VALIDATED
INV002217,S00063,PO001555,07-05-2025,542497.9,RECEIVED
INV002218,S00337,PO000633,08-11-2025,283707.68,REJECTED
INV002219,S00102,PO002990,11-04-2024,430086.41,
INV002220,S00481,PO001807,04-11-2025,489107.97,PAID
INV002221,S00375,PO001606,01-12-2025,586068.37,RECEIVED
INV002222,S00070,PO002171,29-06-2024,504165.76,REJECTED
INV002223,S00316,PO001428,19-01-2026,557945.71,VALIDATED
INV002224,S00459,PO000512,17-08-2024,63245.42,
INV002225,S00395,PO001357,05-04-2025,127228.47,REJECTED
INV002226,S00445,PO000451,01-07-2025,200511.94,REJECTED
INV002227,S00247,PO002938,05-09-2025,332139.99,PAID
INV002228,S00320,PO001818,27-06-2024,452638.07,VALIDATED
INV002229,S00141,PO000298,01-07-2025,68065.9,VALIDATED
INV002230,S00317,PO000604,26-09-2025,379134.09,
INV002231,S00035,PO000036,31-05-2025,162016.18,VALIDATED
INV002232,S00288,PO002580,28-10-2024,402209.85,VALIDATED
INV002233,S00132,PO001848,22-05-2025,372001.19,PAID
INV002234,S00359,PO001466,04-02-2024,174004.02,PAID
INV002235,S00023,PO002054,27-01-2025,194121.6,PAID
INV002236,S00282,PO002121,09-08-2025,531383.43,
INV002237,S00269,PO002590,20-04-2024,464165.66,RECEIVED
INV002238,S00202,PO002351,24-11-2024,30180.61,VALIDATED
INV002239,S00302,PO002248,21-11-2024,285032.96,
INV002240,S00282,PO002483,21-04-2024,347109.66,PAID
INV002241,S00324,PO002624,12-07-2025,499610.76,PAID
INV002242,S00399,PO001147,16-12-2024,506916.34,REJECTED
INV002243,S00020,PO000599,18-01-2026,473031.03,
INV002244,S00394,PO000144,14-02-2025,342651.14,PAID
INV002245,S00311,PO001260,26-12-2025,29082.1,VALIDATED
INV002246,S00054,PO002318,06-01-2026,315825.51,
INV002247,S00010,PO000768,05-09-2024,548858.34,REJECTED
INV002248,S00244,PO002043,20-10-2025,116396.87,
INV002249,S00496,PO002061,11-06-2025,527371.79,PAID
INV002250,S00120,PO000082,26-12-2025,97676.12,
INV002251,S00115,PO000847,08-12-2025,121703.9,REJECTED
INV002252,S00415,PO001905,15-11-2024,269290.22,PAID
INV002253,S00074,PO002312,26-07-2025,295910.54,VALIDATED
INV002254,S00184,PO000959,06-11-2024,324447.74,RECEIVED
INV002255,S00368,PO000591,06-08-2025,561970.2,REJECTED
INV002256,S00307,PO002590,02-11-2025,62374.48,VALIDATED
INV002257,S00075,PO001531,22-07-2025,132211.73,VALIDATED
INV002258,S00073,PO002879,11-11-2024,214493.44,
INV002259,S00266,PO001066,09-09-2025,462305.29,RECEIVED
INV002260,S00159,PO000324,26-11-2024,253462.03,REJECTED
INV002261,S00144,PO000727,08-06-2025,82279.66,VALIDATED
INV002262,S00350,PO000460,24-02-2025,52987.36,PAID
INV002263,S00158,PO002669,01-01-2026,162934.25,
INV002264,S00392,PO001436,28-04-2024,9228.6,PAID
INV002265,S00394,PO001670,20-10-2025,418882.31,RECEIVED
INV002266,S00354,PO002832,13-01-2025,42328.86,
INV002267,S00048,PO000015,02-07-2024,296854.33,VALIDATED
INV002268,S00462,PO001975,06-11-2025,290761.98,
INV002269,S00440,PO002006,02-09-2024,138884.94,
INV002270,S00331,PO002584,16-11-2025,200913.71,RECEIVED
INV002271,S00368,PO001244,29-01-2024,380571.95,REJECTED
INV002272,S00006,PO001831,08-08-2025,114179.42,REJECTED
INV002273,S00090,PO000234,11-09-2024,184593.68,VALIDATED
INV002274,S00332,PO000730,28-11-2025,564464.18,PAID
INV002275,S00005,PO001163,21-05-2024,182037.74,RECEIVED
INV002276,S00053,PO000649,28-10-2024,45192.06,
INV002277,S00179,PO001740,04-02-2024,577704.31,VALIDATED
INV002278,S00467,PO002687,05-11-2024,453863.64,VALIDATED
INV002279,S00208,PO000285,29-03-2024,164336.74,PAID
INV002280,S00428,PO000134,31-08-2024,50872.09,
INV002281,S00009,PO001030,02-09-2024,143293.84,VALIDATED
INV002282,S00276,PO001781,13-11-2025,321686.02,REJECTED
INV002283,S00224,PO001873,09-07-2025,263178.33,REJECTED
INV002284,S00154,PO001636,16-04-2025,537188.21,
INV002285,S00402,PO002747,04-09-2024,120746.85,VALIDATED
INV002286,S00107,PO000618,06-03-2024,20869.18,PAID
INV002287,S00273,PO000388,24-04-2025,243867.75,PAID
INV002288,S00099,PO000350,08-09-2024,530365.89,
INV002289,S00344,PO002444,12-10-2025,1007.72,
INV002290,S00247,PO000137,31-10-2025,40345.02,PAID
INV002291,S00198,PO000463,03-07-2024,556823.58,REJECTED
INV002292,S00458,PO000233,05-05-2024,470413.3,VALIDATED
INV002293,S00249,PO002857,09-12-2025,493032.22,
INV002294,S00068,PO001092,17-02-2025,479520.12,REJECTED
INV002295,S00281,PO000948,07-03-2024,53491.87,REJECTED
INV002296,S00147,PO000646,20-09-2025,200310.01,RECEIVED
INV002297,S00266,PO002119,10-02-2024,440375.3,VALIDATED
INV002298,S00074,PO001085,13-09-2025,379432.14,
INV002299,S00215,PO002340,23-01-2025,259113.76,PAID
INV002300,S00374,PO002751,10-01-2025,268681.54,REJECTED
INV002301,S00111,PO000609,15-12-2024,149474.88,VALIDATED
INV002302,S00133,PO002423,10-03-2025,428020.23,VALIDATED
INV002303,S00315,PO000679,30-04-2025,389555.52,VALIDATED
INV002304,S00121,PO000567,19-08-2025,183465.06,RECEIVED
INV002305,S00481,PO001612,11-06-2025,43151.23,REJECTED
INV002306,S00357,PO002517,03-12-2024,387410.05,REJECTED
INV002307,S00011,PO001465,08-10-2025,237699.18,VALIDATED
INV002308,S00473,PO001835,16-12-2025,151374.84,PAID
INV002309,S00014,PO001501,24-07-2024,432844.94,REJECTED
INV002310,S00322,PO001469,24-07-2025,399766.74,VALIDATED
INV002311,S00199,PO000342,07-01-2026,543870.17,REJECTED
INV002312,S00384,PO002388,26-11-2024,56860.61,PAID
INV002313,S00116,PO002575,17-09-2025,455767.32,RECEIVED
INV002314,S00081,PO001389,08-02-2024,336228.56,RECEIVED
INV002315,S00096,PO001311,16-05-2025,518827.34,VALIDATED
INV002316,S00043,PO002456,18-02-2025,265466.62,REJECTED
INV002317,S00228,PO000195,26-12-2025,179836.99,PAID
INV002318,S00030,PO001218,03-05-2024,88282.61,RECEIVED
INV002319,S00151,PO000600,17-03-2025,415755.89,REJECTED
INV002320,S00165,PO001537,08-09-2025,92983.81,RECEIVED
INV002321,S00452,PO001619,28-09-2025,32882.76,REJECTED
INV002322,S00156,PO001009,24-12-2025,15983.19,RECEIVED
INV002323,S00229,PO000657,14-07-2024,183345.83,REJECTED
INV002324,S00464,PO001586,07-10-2025,583079.13,RECEIVED
INV002325,S00500,PO001463,24-06-2025,465228.73,VALIDATED
INV002326,S00037,PO000893,27-01-2025,370036.01,REJECTED
INV002327,S00394,PO002167,11-07-2025,125862.34,PAID
INV002328,S00250,PO001542,15-08-2024,227901.38,
INV002329,S00407,PO000919,28-08-2024,295779.21,REJECTED
INV002330,S00473,PO000760,22-08-2024,183077.24,VALIDATED
INV002331,S00465,PO001053,13-07-2025,101324.57,
INV002332,S00163,PO002834,02-08-2025,43273.99,
INV002333,S00348,PO002014,26-12-2024,384259.97,RECEIVED
INV002334,S00070,PO002068,27-07-2025,86772.57,RECEIVED
INV002335,S00083,PO001146,14-04-2024,500720.07,
INV002336,S00319,PO002268,31-12-2025,276940.72,
INV002337,S00296,PO002459,31-01-2024,506312.48,
INV002338,S00038,PO002388,04-09-2025,186978.79,RECEIVED
INV002339,S00212,PO002896,13-09-2024,330856.52,VALIDATED
INV002340,S00440,PO001877,02-02-2025,208191.82,RECEIVED
INV002341,S00377,PO000044,28-08-2025,176578.75,RECEIVED
INV002342,S00292,PO001743,14-07-2024,283320.92,VALIDATED
INV002343,S00075,PO001326,24-06-2025,474707.03,REJECTED
INV002344,S00263,PO001091,24-05-2025,312380.98,RECEIVED
INV002345,S00197,PO000655,01-05-2024,165541.85,RECEIVED
INV002346,S00489,PO001586,09-04-2024,208448.61,REJECTED
INV002347,S00321,PO000796,05-12-2025,377357.05,
INV002348,S00385,PO001718,10-07-2024,535542.37,RECEIVED
INV002349,S00483,PO000747,23-07-2024,15368.63,PAID
INV002350,S00057,PO001454,21-09-2024,474919.16,
INV002351,S00014,PO002987,17-02-2024,290100.28,REJECTED
INV002352,S00457,PO001227,14-07-2025,278742.45,REJECTED
INV002353,S00004,PO000466,02-02-2024,252197.85,
INV002354,S00196,PO000568,27-08-2024,551622.96,VALIDATED
INV002355,S00346,PO000981,19-03-2024,115862.28,VALIDATED
INV002356,S00257,PO000125,26-08-2024,240015.4,VALIDATED
INV002357,S00351,PO002293,28-10-2025,43294.42,REJECTED
INV002358,S00282,PO002429,11-02-2024,198631.18,REJECTED
INV002359,S00360,PO000564,07-10-2024,562337.38,PAID
INV002360,S00154,PO000926,21-07-2024,219253.18,RECEIVED
INV002361,S00085,PO002411,03-05-2025,589093.82,PAID
INV002362,S00188,PO002233,04-09-2024,479867.56,REJECTED
INV002363,S00115,PO002900,24-02-2025,330791.24,
INV002364,S00482,PO001491,29-12-2025,82768.29,RECEIVED
INV002365,S00177,PO000161,22-01-2026,34303.47,PAID
INV002366,S00410,PO000360,20-07-2024,447972.85,RECEIVED
INV002367,S00382,PO001635,23-01-2025,385578.53,REJECTED
INV002368,S00007,PO001530,08-06-2024,333692.57,RECEIVED
INV002369,S00302,PO001294,22-12-2024,341260.65,PAID
INV002370,S00110,PO002373,09-07-2024,383817.95,
INV002371,S00044,PO001380,29-10-2025,596676.66,
INV002372,S00129,PO000668,22-12-2025,93161.12,PAID
INV002373,S00430,PO002004,05-02-2025,33649.07,RECEIVED
INV002374,S00055,PO001687,14-05-2024,325738.01,REJECTED
INV002375,S00210,PO002722,04-05-2025,490900.76,VALIDATED
INV002376,S00425,PO002208,31-03-2025,365555.27,VALIDATED
INV002377,S00274,PO000384,20-10-2024,154384.81,
INV002378,S00316,PO001614,12-12-2024,547180.9,REJECTED
INV002379,S00447,PO002692,17-04-2025,353686.33,RECEIVED
INV002380,S00430,PO002924,25-12-2025,289336.49,RECEIVED
INV002381,S00495,PO001499,04-03-2025,594696.52,
INV002382,S00364,PO000771,15-08-2025,579737.27,RECEIVED
INV002383,S00386,PO000283,13-08-2025,189558.7,
INV002384,S00115,PO000912,05-12-2024,569121.03,REJECTED
INV002385,S00397,PO002619,09-06-2024,509056.88,PAID
INV002386,S00149,PO002418,12-06-2025,118032.25,REJECTED
INV002387,S00365,PO001155,29-05-2025,137225.33,VALIDATED
INV002388,S00154,PO002634,22-11-2025,85023.64,REJECTED
INV002389,S00286,PO001099,07-08-2025,487363.07,REJECTED
INV002390,S00227,PO002998,17-08-2024,580731.3,RECEIVED
INV002391,S00056,PO001348,06-05-2024,560079.57,REJECTED
INV002392,S00293,PO002643,04-03-2024,46270.91,REJECTED
INV002393,S00478,PO000014,09-08-2024,357752.55,REJECTED
INV002394,S00161,PO002752,28-09-2024,34521.52,REJECTED
INV002395,S00267,PO002021,02-11-2024,509594.44,REJECTED
INV002396,S00015,PO002999,12-03-2025,583144.36,REJECTED
INV002397,S00484,PO002232,19-08-2024,94546.4,
INV002398,S00199,PO000393,14-01-2026,519542.55,PAID
INV002399,S00390,PO002574,16-08-2024,282642.73,RECEIVED
INV002400,S00236,PO001198,25-01-2025,552568.51,RECEIVED
INV002401,S00078,PO001870,05-06-2025,359138.4,VALIDATED
INV002402,S00490,PO002033,22-03-2024,121387.84,RECEIVED
INV002403,S00428,PO002407,14-11-2025,538604.32,REJECTED
INV002404,S00326,PO002395,10-10-2024,182868.86,PAID
INV002405,S00414,PO000625,05-09-2025,63417.98,PAID
INV002406,S00454,PO001524,17-08-2025,391438.18,PAID
INV002407,S00290,PO002384,05-05-2024,546438.62,
INV002408,S00280,PO001092,09-09-2024,117198.11,
INV002409,S00221,PO002303,25-01-2024,177502.7,PAID
INV002410,S00438,PO000928,10-08-2025,413161.65,RECEIVED
INV002411,S00348,PO001605,05-09-2025,529649.39,PAID
INV002412,S00055,PO001244,25-04-2025,224316.91,
INV002413,S00185,PO001423,14-07-2025,568390.21,REJECTED
INV002414,S00102,PO002265,30-03-2025,518810.99,PAID
INV002415,S00331,PO001738,08-07-2025,430249.3,
INV002416,S00487,PO002440,17-08-2025,593949.56,VALIDATED
INV002417,S00277,PO000330,29-04-2025,206262.15,REJECTED
INV002418,S00043,PO000771,29-04-2025,389348.92,VALIDATED
INV002419,S00411,PO002569,31-03-2025,136002.02,VALIDATED
INV002420,S00407,PO001971,02-07-2025,523609.51,REJECTED
INV002421,S00112,PO002437,15-10-2024,537047.41,REJECTED
INV002422,S00371,PO002588,31-07-2025,466068.56,PAID
INV002423,S00405,PO002467,29-08-2025,299612.09,
INV002424,S00235,PO001611,15-02-2025,314055.24,REJECTED
INV002425,S00191,PO002390,27-12-2025,544476.34,PAID
INV002426,S00446,PO002047,21-05-2024,65620.66,RECEIVED
INV002427,S00352,PO001976,09-10-2024,213839.5,VALIDATED
INV002428,S00139,PO000160,06-06-2025,348567.82,RECEIVED
INV002429,S00331,PO002353,23-10-2024,542929.2,
INV002430,S00230,PO002584,27-01-2025,502900.87,RECEIVED
INV002431,S00045,PO001989,20-12-2024,189639.68,VALIDATED
INV002432,S00427,PO001160,28-02-2025,492624.04,RECEIVED
INV002433,S00216,PO000205,02-09-2025,91418.78,RECEIVED
INV002434,S00307,PO000415,10-11-2024,531827.19,VALIDATED
INV002435,S00226,PO002519,05-06-2025,249188.82,REJECTED
INV002436,S00479,PO001968,02-03-2024,97535.28,REJECTED
INV002437,S00410,PO002066,07-03-2024,418029.91,VALIDATED
INV002438,S00111,PO000718,05-11-2025,485783.17,VALIDATED
INV002439,S00198,PO000852,21-09-2024,585072.62,VALIDATED
INV002440,S00034,PO002313,27-06-2025,247828.91,
INV002441,S00091,PO001248,25-09-2024,116076.53,
INV002442,S00262,PO000293,16-08-2024,452624.63,RECEIVED
INV002443,S00023,PO001764,19-06-2025,283635.49,
INV002444,S00234,PO000647,06-02-2024,253261.85,RECEIVED
INV002445,S00193,PO001729,12-10-2024,350925.05,PAID
INV002446,S00377,PO002923,17-12-2024,281210.6,RECEIVED
